
### RESULTS FROM LATTICE TM ###

ref: poːkaʋiʈʈuppuramt͡ʃollit̪t̪iɾijaʋeːɳʈaːm hyp: fʊrertʊforamʝeid̪ɨðɪeto cer: 85.0
ref: t̪oɻumpaɾkaɭaːkamat̪it̪t̪iʈaʋeːɳʈaːm hyp: puɻomɡeɾɡol̪ɪɾatiːt̪el̪ɪɳiːon cer: 75.0
ref: kaʈaʋuɭenummajakkilkaʋiɻppat̪umurajjaː hyp: alɪʊl̪kemneɪxɪlkawiːʐukosɨolɪex cer: 84.21
ref: pat̪t̪onpat̪aːɳʈupaʈippuʋaɾaːt̪aːm hyp: wʂtoɳdoðɪneʂut̪aliːpɨʋrɾʋ cer: 79.41
ref: mut̪aleɻut̪t̪oːt̪inummat̪ijiɾuʈʈaːkum hyp: ujɪɪʊɾɪɡtɾixɾalʊn cer: 86.49
ref: piʈʈajʋaːjiliʈʈut̪t̪iɳikkum hyp: kst̪ɪlɪdunika cer: 85.19
ref: pirakkumaːenriɾun̪t̪eːnaʋʋaːreːperraːɭ hyp: ɡertwiðɪnɪʊl̪wʊðeperpoɨ cer: 81.58
ref: aʋann̪allaʋanpoːlaʋeːn̪aʈikkiraːn hyp: alaneɳɪɡokul̪oðɪɳaɾiːɟiːɾð cer: 78.79
ref: t̪eɾin̪t̪upat͡ʃijoːt̪iɾut̪iɾuenru hyp: ɾiːŋɡɪfaʂjoðɪdɨkðɪeɾ cer: 81.82
ref: put̪t̪akat͡ʃaːlajeŋkum hyp: kuolasol̪aɡumuː cer: 81.82
ref: n̪iːjaːaʋanaːjaːɾit̪at͡ʃeɲt͡ʃiːŋka hyp: ɳiːhoniʂdiːaliːsixɪɡiŋ cer: 79.41
ref: kaːlajampaɾit̪ijummaːlajmat̪ijamum hyp: ulɪʊfɾolɪðɪmol̪ɪfɪnɪdiːno cer: 88.24
ref: uʈajn̪t̪apeʈʈimeːlkiʈan̪t̪apiʈʈajt̪ hyp: boeŋt̪oʋed̪iɳelxeðenaɾt̪ɨo cer: 77.14
ref: t̪uːjakurit̪aːnt̪oːnrumʋaɾajkkum hyp: tʊʋɡuːl̪iðɪɳoruʋaret̪ʊ cer: 75.0
ref: ʋaːɭajuɾuʋiʋan̪t̪umannanenat̪uʈalaj hyp: ʋʊl̪ɪɪmwɾiːsiɡoʂɪt̪ɨuenamɪɳɪturɪɳ cer: 80.0
ref: marappinumoːt̪t̪ukkoɭalaːkumpaːɾppaːnpirappoɻukkaŋkunrakkeʈum hyp: nlateuʐtolɪl̪aʊsalt̪eleoloʋkomuŋpot̪ɾɪtelu cer: 81.97
ref: inijaɾamalaːnt̪iɾun̪aːɭn̪alʋaːɻt̪t̪ukkaɭ hyp: iɳiɾeerulðlelel̪ex cer: 85.0
ref: koɳʈuʋiʈʈoːmpeːɾariʋupeɾuɲt͡ʃejalkaɭ hyp: kuðoʊl̪kieðɨl̪ɪnewaɾoɳʂoel cer: 83.33
ref: eppoɻut̪umpoːliɾit͡ʃanenra hyp: ɨkol̪buʐɪliːsʃajinɾað cer: 73.08
ref: ennaoɾut͡ʃukam hyp: bɨɳaɾʂuwɪ cer: 78.57
ref: marajʋaːkaʋat͡ʃikkinraːɾarin̪t̪ukoɭɭum hyp: ɳɪl̪eʐoɡoɪtiːnoʐt̪el̪iɪnðfwɻʊn cer: 89.47
ref: aʋanenput̪t̪akat̪t̪ajkiɻit̪t̪uʋiʈʈaːn hyp: uɳeʊʋoðɪreol̪ipoeʈni cer: 89.19
ref: t͡ʃin̪t̪uʋeɭippaɳpaːʈʈint̪iɾaːʋiʈaaʈit̪t̪aɭamenran̪uːlajeɻut̪ijaʋaɾpaːlakiɾuʂɳan hyp: sɪðɪulɪt̪orwkenoɨɾɪlɪkiɳprlolɪɪriːðiʋolwolɪtrɪʃɪra cer: 87.5
ref: t͡ʃeʋijint͡ʃuʋajjuɳaɾaːʋaːjuɳaɾʋinmaːkkaɭaʋijinumʋaːɻinumen hyp: l̪inʂʊl̪eolɾɾlʊiʊɾeɾoɾoniːnʊðeneðiːona cer: 84.75
ref: ʋaːt͡ʃappaʈimeːlan̪ikkaːt̪eː hyp: pɾsafolɪnɪɳiːɳxeliːɪ cer: 85.71
ref: eɾiʋukoɭɭaiɻaʋoːenru hyp: el̪iːuːxʊɳnɾɪʊɪmɪ cer: 90.0
ref: amut̪enrut͡ʃollumin̪t̪at̪t̪amiɻennaːʋi hyp: lawʊl̪anʊʒʊrsuːʐjʊendart̪anʊʐtenði cer: 76.32
ref: paɾaʋaːjillaj hyp: t̪erbiːne cer: 92.31
ref: ʋeːɳʈaːt̪at͡ʃaːt̪iiɾuʈʈuʋeɭuppat̪arkut̪ hyp: iɳɟoɾɨfðiːleʊunotot̪ɪɾpe cer: 87.18
ref: aːɻkamuenraːnt̪alajkunin̪t̪aːnkat̪t̪ijinkiːɻ hyp: olomuemɾol̪lɨloɳiːaɾatɨmiːʂ cer: 75.0
ref: mut̪ukajt̪t̪iɾuppimuʈʈijumpaːɾt̪t̪aːɾ hyp: ʊlɪɳɪtɪɾkiʊŋfoɾtr cer: 86.49
ref: t͡ʃat̪t̪at̪t̪ajeɳɳit͡ʃt͡ʃalit̪t̪iːɾat͡ʃt͡ʃat̪t̪at̪t̪aːl hyp: atɪɾpeiːɳʊeʂol̪tɪɾt̪aʋtɪɾ cer: 78.18
ref: peɾumpeːraʈajʋat̪ut̪aːnperrienkat̪oːɻaɾkaɭeː hyp: pɨumfenel̪eeduːʐaɾɪt̪ʋɪepoleɪnɨ cer: 81.82
ref: aɻakijamajileːaɻakijamajileː hyp: ɾɪɡeaal̪mʐiɡiːʊi cer: 82.14
ref: enajt̪t̪aːnumn̪allaʋajkeːʈkaanajt̪t̪aːnumaːnrapeɾumajt̪aɾum hyp: enɪt̪oɳomol̪ɪkiaeal̪iːɪt̪enasnapɪɾoɳatalu cer: 66.1
ref: keːʈpinumkeːɭaːt̪t̪akajjaʋeːkeːɭʋijaːlt̪oːʈkappaʈaːt̪at͡ʃeʋi hyp: ʂetenunɡelɪpl̪eiːemɪɳtɾɪðael̪ cer: 83.33
ref: n̪aʈajjumparappumuɳaɾʋaɳʈikaɭt͡ʃejʋoːm hyp: bral̪et̪eroʋwoɾpoal̪il̪iɡor cer: 86.84
ref: ʋeːlajkkaːɾijinʋiɾuppappaʈiaʋan hyp: rol̪iːʃoriɾɪɾɾpoɾtɾɪalo cer: 80.65
ref: eɳpoɾuɭaʋaːkat͡ʃt͡ʃelat͡ʃt͡ʃollit̪t̪aːnpiraɾʋaːjn̪uɳpoɾuɭkaːɳpat̪ariʋu hyp: iiamkorl̪el̪ɾɨkɾiːalɪppiːeɾaɾiidunʊoolbeaɾie cer: 81.43
ref: t͡ʃeːt͡ʃumukammat̪uenrum-marrum hyp: eeʂonoðnodɨðiʐuiɪwoɾo cer: 93.55
ref: annat̪un̪aːnt͡ʃejt̪akurramanru-n̪aːn hyp: oɲnadɨrl̪ʂatɪiːonoŋtʊlne cer: 86.11
ref: mannaɾiʈumaːɳajjit̪ut̪iːmt̪iːmt̪iːmt̪iːm hyp: ʋɨɳololuoleðɨipiːnɨiːtim cer: 77.5
ref: n̪aːʋilinit̪t̪iʈumappam hyp: naomɪɪɪt̪ɪlʊuartʊm cer: 69.57
ref: peɾijaʋant̪alajmeːlt͡ʃaɾijaːjʋiːɻn̪t̪at̪u hyp: pl̪ɪʊɳt̪aloɪʂɪriuːeðenɨɾ cer: 80.49
ref: t͡ʃoːrruppaːnajt̪uʈajkkappaʈʈat̪ajk hyp: ʂordʊʋbanetoɾɪxtaɾpoɾt̪ane cer: 71.43
ref: t͡ʃaːt̪akampaːɾt̪t̪oːmt͡ʃaɾijaːjaʋanukkup hyp: ʃraʊŋfʃumntel̪ieʊfɪ cer: 87.8
ref: t̪uːjakuʈikkoɾut̪oːʂat̪t̪ajjeː-t̪an̪t̪a hyp: pʊiɡʊlitoluːt̪asʊntɪdd cer: 79.49
ref: pakut̪t̪ariʋut̪t̪iraloːnpaɳpinajmaraʋoːn hyp: pol̪aʃt̪ɨiwrtɾolol̪ɨponul̪iniɾɡoŋ cer: 77.5
ref: kut̪ikkumn̪aːɭen̪t̪an̪aːɭoː hyp: puːxkʊnnɪlɪɳðenalo cer: 77.78
ref: enpuilat̪anajʋejilpoːlakkaːjumeːanpuilat̪anajaram hyp: iːnoniloðɳɪmiboɾoʂolɪniːowɪl̪oðɳeŋtalo cer: 85.71
ref: maɳamikkat̪amiɻenramat̪imikkamoɻijaːm hyp: oeɾt̪omuːʐamliːmɨɾʊol cer: 81.08
ref: poɾuɭennumpojjaːʋiɭakkamiɾuɭarukkumeɳɳijat̪eːjat̪t̪ut͡ʃt͡ʃenru hyp: ʊɪɳomeɪiːɾunɪrɡiɲɾiːteide cer: 85.48
ref: enrut͡ʃonnaːnt̪eːrrumoɻiirakkinramanit̪an hyp: ɪɾualoldekuolɪɾad̪iaoɳɪðe cer: 80.49
ref: poːjeʈukkaaʈakkijamuːt͡ʃt͡ʃeʋaɾinmuːt͡ʃt͡ʃu hyp: bʊralɪxjanolseɡel̪ɪŋʊɪ cer: 90.7
ref: t̪aːɾaɳijeːt̪oɻilaːɭaɾuɻajppukkut͡ʃ hyp: t̪rɪɳiɪulɪolsdolɪtʊteɾ cer: 80.0
ref: kaʈalajʋat͡ʃappaʈat͡ʃt͡ʃejt̪at̪umat̪ut̪aːn hyp: oleɳeɪmeololeeðɪðoolɪl̪aɳɨ cer: 90.48
ref: kuraɭpoɾuɭt̪eɭiʋaːɾuɳaɾt̪iranʋeːraːkalin hyp: kurɨnfʊloiːt̪ɪʊʊnastɪleɳiːlðɪli cer: 77.5
ref: t̪eːʋajjarraʋiʈajat̪t̪ajpeːt͡ʃaːt̪iːɾ hyp: kel̪ɪartɾel̪ast̪ɪipefðɪl̪ cer: 75.68
ref: uŋkaɭukkun̪ikaɾeʋaɾumillaj hyp: aolɪaɳniːlodel̪aruŋŋɪlɨ cer: 80.77
ref: t̪aɾmat̪t̪inoʋʋoɾuʋit̪imurajkaɭajjumn̪ankuarin̪t̪aʋaɾ hyp: torloʋtɪmoʊmʊoreiːl̪ɪɾɪrɾnɾemiɟɾiːɳaɾ cer: 83.02
ref: ʋeŋkuɾut̪it̪anirkamaɻn̪t̪uʋiːɾaɲt͡ʃejkinrat̪amiɻ hyp: l̪iŋuːɾeʋiːamiːilael̪ɾeðliðenixmɡapa cer: 79.17
ref: minonrupeɳɳenrupuʋijilʋan̪t̪u hyp: ioɳekɪnɪɳɪkuiːlonðea cer: 75.86
ref: paɳɳimalajkaɭenaʋiːt̪ikuʋippoːm hyp: pɪpl̪ɪɡl̪enɪpl̪iːðiːxol̪ɪʊ cer: 80.65
ref: n̪aːʋajarut̪t̪ut̪t̪olajkkumunneː-in̪t̪ap hyp: boarɪtɪt̪l̪ɪtuomiːɪɾer cer: 77.5
ref: uːkkamat̪ukajʋiʈeːl hyp: kofɪnoeɪiːl̪ɾem cer: 89.47
ref: t̪amiɻinumʋeːreŋkumjaːŋkaɳʈat̪illaj hyp: t̪omoʐɪlʊuːl̪jieramɾuːnɲandeɾine cer: 77.14
ref: kajjajʋiɾit̪t̪eŋkaɭmejjinajppoːɾt̪t̪oːm hyp: eɨdiːst̪ɪŋɳiːumɪɪneɪipoʊ cer: 82.05
ref: paʈupaːʋit̪aːlijarrapirakumin̪t̪ap hyp: ɾomɨl̪iːt̪oɳiːʂɾʊteɪloɪ cer: 91.18
ref: karpoːɾkaɭʋijakkumʋakajin̪n̪aːɭmaʈʈum hyp: kerpʊɡɪl̪bexomriːpeuɳɨo cer: 83.78
ref: an̪t̪aʋeːɭajjilaɾumajt̪t̪alajʋi hyp: undomɪlɨlpaloit̪ol̪imiː cer: 80.65
ref: aʋanent̪aɳɳiːɾpaːʈʈilajt̪uːkkierin̪t̪uʋiʈʈaːn hyp: onaɳt̪eniatɨl̪ɪikukɪðɪðɪl cer: 80.0
ref: kat͡ʃt͡ʃaɳin̪t̪akoŋkajmaːt̪aɾkaɳkaɭʋiːt͡ʃupoːt̪inum hyp: osoninteexʊleeðɨrknɡelniːʂʊkol̪ɪnam cer: 80.39
ref: n̪eːɾirt͡ʃuːrajmoːt̪umaːjin hyp: mɪrirtuðɪwoduː cer: 74.07
ref: t̪aɾajjinileːpuɾaɳʈaɻut̪aːɾaɳɳanaŋku hyp: pl̪iil̪ɪkoldelɨðerɾɡalodɨ cer: 86.11
ref: enakkut̪alajʋaliʋan̪t̪uʋiʈʈat̪u hyp: ɪnat̪osemɪwɨl̪iːnðɨea cer: 80.65
ref: paɾit̪aʋit̪t̪eːujiɾt̪uʈit̪uʈit̪t̪ut̪ hyp: fɾɪɾɪntaʊol̪iosiːɾɪ cer: 86.11
ref: t̪aɾaːʋiʈiln̪aːnmeːrkoɳʈaːlennaʋenraːɭ hyp: trɪʐinomiːsalt̪ɳɳɨaɪ cer: 78.95
ref: iɾuppat̪umejenreɳɳijiɾukkinriːɾkaɭ hyp: ɪɾpetɪneʝiːmɡrnuɨl̪teul̪iːðɪla cer: 82.35
ref: iɾun̪t̪iŋkeːan̪iːt̪ijiʈajʋaːɻaʋeːɳʈaːm hyp: ʝɪɾɪɳɪɾeomɪɾiːlaɪorand cer: 86.84
ref: ʋisʋaɾuːpaŋkoɳʈumeːleːrippaːjkinraːɾ hyp: t̪iseluːbʊpoðɪelɪðiːpoɪnɾe cer: 75.0
ref: aːɻʋurumaːt̪t̪ikamʋajt̪ikamt͡ʃukamaː hyp: ouuːmɾpeʊnkeðiʃuːɡemɾ cer: 80.56
ref: t͡ʃemport͡ʃilajikkaːleː hyp: xɪɡuɾtɾɪdiːkiɳe cer: 82.61
ref: meːlʋiɻumt̪ollajmaran̪t̪iɾun̪t̪aːɾpaɻat͡ʃ hyp: nɪl̪ʊl̪unt̪ɳɪeɪðɨʐanɾarnɨɾ cer: 78.05
ref: at̪t̪aɾuɳaman̪t̪aamut̪aʋallieːt̪ut͡ʃolʋaːɭ hyp: ost̪oʐʊoeɳdɪɾoɨl̪eʊɳiːsɪʃoɻl̪ cer: 83.33
ref: t̪an̪t̪apaɳat̪t̪ajt͡ʃt͡ʃaɾijaːjeɳɳit͡ʃ hyp: fonðokaloɨʂolɪeʝɻe cer: 92.11
ref: muːlikajjajt̪t̪eːʈamuʈijaːʋiʈʈaːlmalajjin hyp: ulɪɪiːpɪɡeulɪololɳlɪma cer: 85.37
ref: ʋiɭaŋkukinrat̪enkaɾut̪t̪ilt͡ʃolliʋiʈʈeːn hyp: l̪ɪiːaɳɳɪnɪɳoʐɪt̪ɨɳkoret̪ealɪwiɾt̪e cer: 82.5
ref: aɳiperat̪t̪amiɻaɾkuːʈʈam hyp: aŋit̪aooɾɪrkot̪ʊ cer: 75.0
ref: t̪uːjmajt͡ʃt͡ʃakoːt̪aɾaɾt̪uːɾn̪t̪umarajn̪t̪at̪ajt͡ʃ hyp: t̪ʊnɨɪsebʊtaet̪urɡɪnorɪɪneðɪ cer: 82.35
ref: pojt̪t̪uppaːkkipojt̪t̪uppaːkki hyp: bʊdbʊdiɪl̪t̪ubʊɟɪ cer: 83.33
ref: maːrrat̪t̪ajt̪aʋiɾaʋeːret̪uʋumn̪ilajjaːnat̪alla hyp: aaspotɨl̪it̪elɪl̪iːeðokeɳuŋeiːenolo cer: 78.72
ref: ilajunakkat̪ikaːɾam-an̪t̪a hyp: iːloiɾoeɾixalonnuɳɨ cer: 84.62
ref: peʈʈimiːt̪iliʈʈuʈkaːɾn̪t̪aːn hyp: pɪrt̪imiːelit̪ʊkmno cer: 71.43
ref: t͡ʃaːʈt͡ʃijumn̪iːjanroː-pat͡ʃi hyp: xɪtiuːnmiːaɳuːpeʂi cer: 66.67
ref: pujaleːkuɻaleːmajileːijaleː hyp: fʊial̪iːoɾel̪ɨaniːlɪjal̪ɪ cer: 70.37
ref: t̪eɾut̪t̪iɳɳajmeːliʈʈeːnn̪it̪t̪iɾajjumpoːneːn hyp: peroʋemɳeniːpeɪkiːðɪʊnuːɳen cer: 77.78
ref: n̪aːmmalajkkakkuppanʋiɾajʋaːjn̪aʈan̪t̪aːnoː hyp: uɳoaɳeʋkowiːrɨʊɪanaaðaɳʊ cer: 83.72
ref: paːʈaːt̪at̪eːniːkkaɭulaʋaːt̪t̪enral hyp: aloðeteniolɪl̪eɡsteɳoro cer: 77.14
ref: ʋeppakuɭiɾn̪iːɾoːʈʈaŋkaɭt͡ʃan̪t̪ikkumpakut̪it͡ʃiran̪t̪amiːnpiʈit̪t̪aɭamaːkum hyp: motexoilmɪɾtaɳdesoɳðɪuoldiːiðeuɳɪpiðikalooloɳe cer: 86.84
ref: kuʈajjaɭit̪t̪oːmn̪allan̪aʈajjankaɭt͡ʃejt̪oːm hyp: oaɡoɾeʋt̪ʊliːðoɳnoɳanl̪olsɪʝtoɳ cer: 79.55
ref: aʋiɻn̪t̪ut͡ʃit̪arumeːappaʈimuʈin̪t̪at̪u hyp: aʝuːnnuːʐiːselmeopal̪noɾriːndoð cer: 79.49
ref: ennamaɳijaʈienrukeːʈʈaːn hyp: joebaɳiːɾieŋrueltonɨ cer: 66.67
ref: t̪arukkinaːrpirat̪eːt͡ʃat̪t̪aːɾ hyp: t̪eliːt̪iːɳrtɨɾal̪eaɾt̪ʐo cer: 70.97
ref: parpalapeːɾt͡ʃeːɾkkajpalamt͡ʃeːɾkkumt͡ʃejt̪oɻilil hyp: oskaɳopiːxɨkɪplosɪruɪɪt̪ʊʒɪ cer: 81.63
ref: unakkenajt̪t̪an̪t̪iʈaaʈʈijillaj-in̪t̪ak hyp: ʊl̪enasend̪iːrɪart̪iɪpiːɳɾer cer: 79.49
ref: ɾaːt͡ʃaːŋkappokkiʂat̪t̪ajn̪aːmt̪irakkaʋeːɳʈumpin hyp: t̪oʃaŋookiʂet̪ɨealkɪaaɳiːlopɨʊ cer: 70.83
ref: koɲt͡ʃan̪eːɾat̪t̪ililaŋkajjileːkoɳʈuʋan̪t̪u hyp: aɳʝamɨrɨlɪl̪eɾiɟɪɪondwɾɪ cer: 83.72
ref: t͡ʃaŋkilipaʈajt̪t̪aːɭt̪alajʋaɾukkaːkaʋeː hyp: sandiːtanɨpoɳtelioloɡaɪ cer: 85.0
ref: t͡ʃet̪t̪aiɾaːmanumlakʂmaɳanumt͡ʃeːɾn̪t̪eɻun̪t̪aːɾ hyp: d̪itɪɾnanoiːnɪʃuːuːlooseɳtelɪðeɾ cer: 83.67
ref: ʋit̪aʋajkkumarumaɳamut̪aʋut̪alit̪amaː hyp: pɨneieɪowɨlʊoɾaɳʊnaðekeɾem cer: 89.19
ref: t͡ʃaːt̪amkurajt̪t̪alʋeːɳʈum hyp: sɪtonuːet̪al̪ilu cer: 74.07
ref: t̪oːʂamkuɳamarin̪t̪un̪aʈappaːj-t̪ujaɾkaʈappaːj hyp: tʊʂʊɳowɨɾɪɳɳeɳeɾodʊolaʋbeiː cer: 89.13
ref: in̪t̪aːɾuippaʈijeːpaɳɳiʈʈuiɾun̪t̪aːn̪aːʈenʂanaːkiʈuʋanpaːt̪t̪ukkoː hyp: ɪnɡɪl̪elɾiːawwnɨnteeadnoɳt̪ɪɳlɪɾɪnɪl̪ʋɾuo cer: 80.3
ref: immajinpamʋeːɳʈal-ujiɾin hyp: ɪneiːŋbanmeɳðaɪwirɨo cer: 79.17
ref: annat̪t̪int̪uːʋianit͡ʃt͡ʃamalaɾeʈut̪t̪ut͡ʃ hyp: anɪt̪eɳtoɾiːonieɾl̪oɾel̪tɨɾ cer: 73.81
ref: kulamakaɭajannaʋanpaːlkarkaʋiʈʈaːl hyp: wɾabaalɪoɳomataɳxortɾt̪e cer: 82.35
ref: keːɭʋimujal hyp: ɟel̪nɪmɻ cer: 81.82
ref: makkaɭuɻajkkaːmunmeːliɾun̪t̪uʋan̪t̪iʈumoː hyp: aalʊnɪsaabiiɪɾʊɪd̪ɪɾʊ cer: 87.8
ref: t͡ʃiːɾt̪t̪oɻilaːɭaɾuɻajt̪t̪auʈampir hyp: iːʊðenal̪aʋpol̪eɪoɾombeɾ cer: 82.86
ref: ʋaɭɭikkoʈijumʋat̪aŋkijat̪ajppoːl hyp: aɳiːorenmal̪ɪŋedɨikuʐ cer: 78.12
ref: aɾaɳmanajjileʋʋiʈat̪t̪umt͡ʃaɲt͡ʃaɾikka hyp: orolʝeliwuːɾert̪ʊsand̪eɾɪx cer: 86.84
ref: maɳan̪t̪iʈan̪eɲt͡ʃilʋaliʋuɭat̪oː-enru hyp: moroɳɡiːl̪el̪eɳɡeɻalɪʋuːl̪ɪðoɪnre cer: 70.27
ref: t͡ʃenreːnkuɭiɾn̪t̪at̪enralʋan̪t̪at̪u hyp: ɪɳɾɪnpoiɪmdɪteɳdeeðe cer: 88.89
ref: t̪iɾukkuraɭkaɾut̪t̪uɾajʋaɾajjalaːnaːɾkalajɲaɾ hyp: pɪlooololoeuereɪðɪnaʂeɳeŋɡe cer: 93.33
ref: t̪ennajjirkuːʈippinpunnajjirpaːjn̪t̪at̪u hyp: t̪eɳɨɾxolɪbeɳkoðɪsiɳade cer: 87.5
ref: kaɳɳiːɾppeɾukkaːlkaʋinuʈajn̪anajt̪t̪aːɭ hyp: eɳiːt̪ɨl̪xuɾaɳɪɳorɨuemɪit̪ cer: 82.05
ref: uːɻipejaɾinumt̪aːmpejaɾaːɾt͡ʃaːnraːɳmajkkuaːɻienappaʈuʋaːɾ hyp: uːl̪iːtɪaonpopɨrðʃɪɳrɾoɳɪalɪiːlɪt̪eɾuʐ cer: 79.31
ref: pakanenraat͡ʃuːɾanajkkollaaʋanuʈajjauɳaʋajjeːʋilaːppuʈajkkauɳʈupakanajʋiːɻt̪t̪inaːnpiːman hyp: t̪ol̪ɨɳɪtʂwraɳiːkoaboluɾɪooʋɪiːl̪aʃoleɪol̪ɪpaðɪneɪt̪eɳoɟie cer: 83.15
ref: palijaːkikkaːlkajkaɭuʈalkaɭt͡ʃin̪t̪um hyp: mol̪ɪolɪlkɪɟouɾoɪɾal̪xindɨ cer: 81.08
ref: ʋaɲt͡ʃijuɾajt̪t̪aːɭpinmarroːɾpeɾuɲt͡ʃat̪t̪am hyp: ʊɳɟiwetleɳɨnɾruʂkɾidɪaan cer: 84.09
ref: aːɳʈut̪oːrumkurippiʈʈat̪it͡ʃajjajn̪oːkkiʋiːt͡ʃumʋijaːpaːɾakkaːrrukaɭ hyp: faɳɨðʊrunkol̪ɨt̪etaɾiʂɪiːʊɡekwɪʐoʋʊbðʋoɾpað cer: 82.35
ref: maɾakat̪akkuʋijalmeːlʋaːjn̪t̪apanit̪t̪uɭi hyp: noradɪɾelʊnɪʒɳel̪pʊɳɨt̪wnɪt̪ulɪ cer: 78.05
ref: enakkupaʈikkaaːt͡ʃajjaːkaiɾukkirat̪u hyp: inɪxaalɪɡeʂael̪ɪiːðiːpeiːl̪ɨðɪ cer: 86.11
ref: t͡ʃinnamalaɾʋaːjt͡ʃiɾit̪t̪apaʈipaːlkuʈit̪t̪aːj hyp: ɪdɨnorʊdɪʋoɡol̪ɪfel̪kʊɾiːi cer: 86.96
ref: kaɲt͡ʃikuʈippat̪arkilaːɾ-at̪an hyp: aɳɟiːkʊɾuːpospl̪idiː cer: 83.33
ref: maːmikupaːt̪ajkaɭeːumajippeɾu hyp: monɪɡopeɾeɡal̪ɪunɪɡiːɾter cer: 82.76
ref: t̪aːɭpiʈit̪t̪eːkiʈappaːɾ-aʈa hyp: tokulɪtɪkɪseʐonaɾ cer: 85.71
ref: pajiɾukkun̪iːɾenrapajanmikkaʋaɻijeː hyp: keɪkɨɳiːðenepaitaʐje cer: 68.57
ref: aɻukijapaɻat̪t̪oːl hyp: l̪ɪɟiːoɪʊr cer: 94.44
ref: t͡ʃaːnroːɾenrumt͡ʃaːnroːɾpakkameːiɾuppaɾ hyp: ʂɪnduʐemduuːʐoɳɾɾotneae cer: 80.0
ref: kaʈaʋuɭenrakaʈʈarut̪t̪ut̪ hyp: ɳuuɳinɾl̪ɨerpaluːke cer: 88.0
ref: allaʋajt̪eːjarampeɾukumn̪allaʋajn̪aːʈiinijat͡ʃolin hyp: l̪l̪iːt̪erompɨrɨðonleleɪɾlɪrɪɳɪsoi cer: 78.0
ref: poɾun̪t̪aʈʈumkolajt͡ʃejjumet̪eːt͡ʃt͡ʃajmannan hyp: kʊɾoʋt̪ʊlisenil̪iianeɳmɨ cer: 84.44
ref: ʋaʈamoɻijilsloːkaŋkaɭaːŋkilapɾat͡ʃaŋkam hyp: wwlanuːl̪isɾuɡeŋɾeaɡiːlɪt̪osaɡo cer: 82.05
ref: t͡ʃemmajmut̪t̪amkoɭɭaʋillajt͡ʃeːɾn̪t̪umut̪t̪amkoɭʋiːɾeː hyp: oɪʊooleɳɨnot̪noliːlɪ cer: 83.64
ref: ennaʋeːɳʈumaːnaːlumt͡ʃejjalaːm hyp: imeʊiɳɳɨnɪlosiɳ cer: 90.0
ref: ʋaɳakkamn̪aɳpaɾkaɭeː hyp: fʊnoʃkml̪ebaɻl̪iː cer: 75.0
ref: uːmajkaɭt͡ʃejt̪at̪ilt̪iːmajjuɳʈoː hyp: wmeʂɨðerɪitimɨunɾ cer: 78.79
