
### RESULTS FROM LATTICE TM ###

ref: laɡamadekoloɾesabaɾkaelmaronbeɾdekɾemaasulpalidooɡɾis hyp: læronal̪olɔl̪ʃkβaɾkaosobepekɾenepel̪tæððɔɾe cer: 67.92
ref: ʝxodemanwelaredondoideelbiɾaɡonsales hyp: exanlæmel̪aɾɛɔɔðiðɛneðeltan cer: 80.56
ref: susaktibidadesestanɡobeɾnadaspoɾelkonsexodelbanko hyp: ofæðeoðetoteanɛraɾit̪ot̪es̪etoriate cer: 81.63
ref: supɾimeɾmatɾimonjopeɾmanesiosindessendensiaaliɡwalkesueɾmanoxuljoeɾnesto hyp: krinæmæneʎopelol̪apakriðaɾinesekeɾaræot̪et̪elol̪eimelut̪t cer: 77.78
ref: ɾaplatinofest hyp: ænjofeɾt cer: 69.23
ref: laseɾjeaɾesibidounaɾesepsionmikstadeloskɾitikos hyp: seðiseðiasexoexæɛɾeɾ cer: 78.72
ref: odafoɾmapaɾtedelɡɾupoasteɾoidaldeʝlda hyp: ɔnæs̪atrelasɛloeɾælɛsj cer: 78.38
ref: lamaioɾpaɾtedelaɾɡwmentoestabasadoenlakasamasdibeɾtidadeteksas hyp: ɾoaʎakakæððl̪amwnet̪est̪obesel̪oæl̪ækæʝenæinepelɛst̪iɾa cer: 75.81
ref: noaidifeɾensiaenelɡɾadooensuskaɾakteɾistikas hyp: pluðesoɾeseeaɡaxnns̪iʃɡɾat̪oɾsl̪eɾ cer: 70.45
ref: lamaioɾpaɾtedesukareɾakompitjokomoamateuɾ hyp: lɔɛefasaðs̪ɔs̪ɛrɛræs̪æmɛseɛfuɛɛs̪ɾio cer: 90.24
ref: suplanokonsistedeunpekeɲobestibulounasolanabekoɾoisakɾistja hyp: swl̪æðɔfotæs̪el̪tekʎounɔpues̪aærixfulɔs̪ekrs̪te cer: 79.66
ref: losseɾbisioskepɾobeenlosmotoɾesdebuskedasonekstɾemadamentebwenos hyp: ðætɾewiʃekefaðæmos̪mos̪aðæðemos̪ielas̪ames̪iɾoaðænes̪iboelemos̪ cer: 76.56
ref: ɾesibjodispaɾosenlakabesaielpet͡ʃoɾealisadosdesdeunamotosikleta hyp: sæɲs̪βans̪enasonsal̪ielexlɔs̪ɔnaasosmis̪ cer: 76.19
ref: sueleɡantepɾosaestaɾekoxidaenlaobɾamisselaneabjaxensnaminatera hyp: s̪olɛðt̪okɔlɔʃteerekasiraðfoiiʃtoll̪eʝieoimalæðe cer: 77.42
ref: duɾanteunaɲofweestudjantedeunasekundaɾjaentɾentonmit͡ʃiɡan hyp: d̪oɾat̪onnafɔsoɾialt̪ðæolas̪epoðæljɛeonðæ cer: 75.86
ref: publikaabitwalmenteennotesfɾomteɾoialbotanikɡaɾdenedinbuɾɡ hyp: bɔlltriuet̪latpɾalærɔæwɔeæɡal̪e cer: 82.76
ref: suɾjaestafoɾmadopoɾdosnukleosoentidadesdepoblasion hyp: s̪ul̪jɛs̪ataɾɡapuɾɡɔʃnojaɔɛpɾeneðɛðaltiɔ cer: 74.0
ref: enbaɾjasokasjonesasidopɾomosionadakomolapɾimeɾasupeɾmodelointeɾnasionalt͡ʃina hyp: anmal̪jæxafosiel̪ææʃinerunosnanukeel̪aterɾsipormal̪anid̪æɾnæxoanine cer: 72.73
ref: fabɾikadeembutidosaɾtesanales hyp: paol̪eæneɡotiðɔs̪ært̪æs̪æmæn cer: 82.76
ref: inklusoelbiɾapoweʝsediskulpakoneʝaaleɡandokeaɾpeɾabjaidodemasjadolexos hyp: ekueβepoal̪exoɾtæɡɔnæsarl̪eɡɡeɾpæðeɾeleðelos̪eal̪ele cer: 75.71
ref: lasfiɡwɾaskonɡɾwentessonakeʝasketjenenlamismafoɾmaielmismotamaɲo hyp: ilokiɾorakaloæl̪tesoeɡeseotineleosɔɾmæiones̪mtal̪ cer: 68.75
ref: miɡelpablobit͡ʃleɡoelpalasioasusobɾinoelɡɾandukekonstantinonikolaiebit͡ʃ hyp: wiælol̪eliwt̪æl̪etousobɾjɲɔeʎænd̪oɾakst̪æl̪teoneol̪ee cer: 72.22
ref: elbideodelsiɡientesensiʝoɾokktʝskountɾi hyp: ɛl̪ðiðos̪emsokaraɾpɛsot cer: 76.92
ref: muɾjopɾematuɾamentedetifus hyp: ojɾrasaɛnenɛeipɔ cer: 73.08
ref: suɾeputasionalkansotodalanasionielnumeɾodepɾaktikantesaumento hyp: ʃrɛt̪oos̪oumesatæsaβelaamt̪oaiiwbiɾɔl̪æɾlætioimiitɔ cer: 78.69
ref: ɾealmentefwemuiimpoɾtantekealɡienkomofidelɡamboakɾeieɾaenmi hyp: ðɔoðmuɛʃasoðɔɛtɔlðaʝnuɾm cer: 86.44
ref: enlaisladesotoaiunapoblasionɾesidentedeekspeɾtospeskadoɾesaimaɾas hyp: aɔðɾɔsaɛɛðɾɔsatɛfɔex cer: 89.23
ref: ensutɾaiektoɾjaabɾjotodaslaspweɾtasɡɾandesdeplasasimpoɾtantes hyp: ɔanbɛneteɛteɔðotɔt̪ɔka cer: 88.52
ref: mjentɾaskefloɾuɾbinaidabidmaɾtinesɾeɡɾesaɾonkomoxweses hyp: osiɡɔɛileɾeiʃaiɡɔas̪ cer: 85.19
ref: disponedeseɾbisiosdeseɾkanjaskekubɾeneltɾaiektoferol-oɾtiɡeiɾa hyp: euexuuesekaokol̪jsɛkeepepapeneport̪eɾeʎi cer: 77.42
ref: nunkadexodeeskɾibiɾ hyp: ɔsɛrauspe cer: 89.47
ref: musikalisosuobɾalakalandɾjademibarjoentɾemut͡ʃasotɾaspjesasteatɾales hyp: nul̪s̪tl̪es̪afoɾaafoenɟiæðɛnmaɾet̪et̪ɔxfoɾæɟɛs̪aresæðæ cer: 76.47
ref: suinisiokomoaktoɾfweenmaɾjafandanɡo hyp: ɲeɡipɔnsoɾs̪ueankul̪l̪æa cer: 85.71
ref: aktwalmenteeskonsideɾadakomounapelikuladekulto hyp: fritesɔfɾaleɾæxupeðxlaɡupu cer: 76.09
ref: elpɾoblemaesmasfɾekwenteenlasnasionespobɾes hyp: menɛʃmɛs̪uɾɡwnfɛemaɔxpɔnlis̪ cer: 81.4
ref: alɾeemplasodeskiɾeʝeɡoelɡitaristadesesjonasisibɾaʝm hyp: as̪otetolɛʃpoeaiiβɔðalæeɾɛteesas̪onos̪jooɾaæ cer: 72.55
ref: eledifisioestaenkaladomenoselsokaloilosbanos hyp: el̪is̪xeæɡænæloeamotes̪ɔxoðapðɔs̪mæas cer: 70.45
ref: dosoɾasdekaminoseɲoɾ hyp: uɡas̪orɛseɛelus̪enaɾ cer: 80.0
ref: unaimaxenbalemaskemilpalabɾas hyp: uðiml̪nsaselɛttal̪ɾɛ cer: 65.52
ref: elkantoiɡwalimonotonodeunɡɾiʝoɾompjaelsilensio hyp: eɾpoteunosɔmɡal̪æʎeɾoreaseð cer: 80.43
ref: xaneakabademudaɾse hyp: jɛeloɡal̪ɛɾembomɛ cer: 88.89
ref: todounpɾonostikodelfutuɾodelpais hyp: t̪ɛl̪ɔtɔmoɛt̪ɔelpɛ cer: 78.12
ref: sulokalisasioneksaktaeskalsadapedɾoaɡalbanialdama hyp: ɔlɛpɔɾesos̪ɛeɡɔpaʃpæs̪ɛl̪eɛoɡæl̪mæljl̪ðam cer: 75.51
ref: aunkeseɲalokomopositibaslasanteɾjoɾesekspeɾjensiasenkanalsuɾ hyp: unkrs̪enoðoonmas̪d̪iɡas̪ðælterfuɾisepɛeɾasoɾ cer: 68.33
ref: poɾexemploempjesanoteɾminaɾdesieɾtafoɾma hyp: ol̪iset̪jos̪ɛs̪ælat̪aeɡæɾasoxɔ cer: 77.5
ref: setɾatadedostablasenfoɾmatɾjanɡwlaɾɾematadaspoɾunadobleboluta hyp: set̪ɾat̪es̪tenoʃtal̪æes̪ɔɾbaðmwneɛesæðofɔrðl̪ɡud̪ot cer: 75.41
ref: seakomofweɾelasweɾtedelostɾesxuɡadoɾesenelbaɾselonafwedesiɡwal hyp: seɔbafol̪afwal̪teeles̪skuaɾoðeseomfanooðæfiæɾ cer: 67.74
ref: konsiɡiendounalut͡ʃabeɾbal hyp: maofjðeænuæðeli cer: 84.62
ref: todalaislaespɾopjedaddelɡobjeɾnofedeɾalestadounidense hyp: ðɔl̪osæʃpet̪reræneɡwl̪asmaðerælʃɾaððæms̪æ cer: 83.02
ref: elaeɾopweɾtodebiɡotjeneunklimamasfɾjokelapɾopjasiudad hyp: ælɔkwalt̪ɔlæl̪iwateeamtlnærjoenæprobea cer: 77.36
ref: ademasdebaɾjoskanalesɾexionalespɾibados hyp: aðimɛðæɡaðiʃaɛneɛsionjs̪buæs cer: 71.79
ref: konestosɾesultadoswbonesesidaddeunpaɾtidodedesempate hyp: anæɔɾasotɾl̪asoenaesæɡoald̪ðeleʃimæt cer: 73.08
ref: libɾodelaunibeɾsidaddelapuntasanlwis hyp: jl̪l̪ɔneoomjmas̪lamæamonðeaoe cer: 83.33
ref: supoesjaapaɾesioenlasmasimpoɾtantesantoloxiasdebeɾsosdelaɡerasibil hyp: s̪æβwetepæreseol̪nos̪iipɔɾðmtæsot̪onokieseðæltɔsuiʎæɾimeði cer: 72.73
ref: losbokalesduɾankwatɾoaɲosensusfunsionespudjendoseɾɾenobadassusdesiɡnasiones hyp: okaæs̪ɡoɾanpoos̪esos̪oltiooðit̪oɾasoɾafɛafɛolas cer: 73.33
ref: ademastjeneunpoɾsentaxealtoenelsembɾadodellupulomundjal hyp: l̪βkɔrtaðælɡræl̪aðællumoðo cer: 83.64
ref: ensusbeɾsossepɾesentakonunaoposisiondesespeɾadafɾentealkɾistjanismo hyp: es̪oiβæʃɔabl̪s̪aosisiðeʃsberapaɾt̪alnest̪el̪isi cer: 67.16
ref: fɾeemanandkompani hyp: ʃlimɔnalpɔnmɛl̪ cer: 76.47
ref: nasioenbɾatislaba hyp: nɛxeiðɛs̪na cer: 76.47
ref: alteɾnakonelfestibaldekaɾtaɡo hyp: eipemɛalsɛsilnɛalbu cer: 75.86
ref: estoʝeboaldeklibedelaliteɾatuɾaenlenɡwasbeɾnakulas hyp: etooil̪teeɾæoɡil̪etoðæionebalomɛnakole cer: 72.0
ref: losteritoɾjosbulɡaɾosfweɾonadministɾadoseneleialatodeɾumelja hyp: nɔs̪ort̪ol̪mmwl̪ʎaɾoxwoɾoaninst̪ðaos̪æl̪ilpæʎʎælæmærɔl̪iæ cer: 70.0
ref: bibljoɡɾafjaxwankaɾlosɾubjomasaelmesenasɡoaɾtistikodelakasadukaldefeɾja hyp: mres̪jekɔltænɔɾoumæɛneilæswɾttɛækesæɾwkal̪iseɲ cer: 77.46
ref: enlassonasdebaxaaltitudeksistenkaktusiaɡabe hyp: eltol̪eseææetɛtoesesiat̪uumear cer: 72.09
ref: peɾoelekipoalbineɡɾonoloɡɾoelansjadoassenso hyp: t̪rlkkoal̪ðeloælɔlanteðɛfese cer: 69.77
ref: aktwalmenteeseloɡaɾdelɡwanɡxufk hyp: æxt̪wwl̪net̪ɾʃæɾuɡæɾnæl̪wamsɔpese cer: 77.42
ref: seanenkontɾadoexemplaɾeskonesteusokedatandelpaleolitikosupeɾjoɾ hyp: iaðomxɔl̪reɾoeseebl̪æɾeʃpal̪esteaɟaɡed̪alaepæðjol̪ieɡopɛlj cer: 69.84
ref: ɾoseɾoestabebidaseelaboɾakonmaisifɾutas hyp: pɾoeðaæs̪el̪oɾil̪æfeʎæɡɔɾepɔnaeses̪oðaɾ cer: 76.92
ref: losinkasbarjosaltos hyp: l̪ɔsjmarjɔs̪kapaʃ cer: 78.95
ref: peɾonoobtubjeɾonlaɾenunsiadefalkon hyp: peɾanotubjɛnnereɔns̪eɾfafa cer: 55.88
ref: mastaɾdelosdjoenlasiudad hyp: nsɛðɛoðilanæs̪io cer: 83.33
ref: inteɾesadoenkwestjoneswmanitaɾjastɾabaxokomopɾofesoɾ hyp: mt̪ɛðs̪alðunɡoes̪ooʃomɔl̪ekæðeæs̪s̪ɾs̪ɔkoðofɔɾtɛs̪o cer: 78.85
ref: enkadaetapaseotoɾɡanpuntosallideɾdelaklasifikasionxeneɾal hyp: t̪jmtɾet̪fijet̪ɔɾɡæuxontoɛl̪ðeɾl̪ɛl̪eseðeeseæsʝeɾomiðælet̪ cer: 80.7
ref: elmisilestandaɾsedesiɡnapoɾblokesenfunsiondesupaketeteknoloxiko hyp: el̪ʎefil̪æʃt̪aðolsirælobalatiɛis̪esnes̪oflt̪æt̪siteɔ cer: 79.37
ref: floɾeseenoktubɾeinobjembɾe hyp: pɾolesɛeukt̪obaiumiɛ cer: 69.23
ref: sukomandanteoɾixinalfweelkoɾonelwɡomaɾtinespobeda hyp: toxomæðæltial̪sðæl̪xuɛl̪s̪eɾeɾkɔðert̪æl̪stue cer: 83.67
ref: elpɾesidenteasidoplenamenteinfoɾmado hyp: anfɔsesas̪unoxðaɲemitesaft̪ cer: 77.78
ref: bisenteɾoxo hyp: isafaasn cer: 81.82
ref: enalemanjaɾesibjoasimismoelpɾemjoessedetɾaduksion hyp: ell̪aboɛos̪imɛmetaɾenasaɾet̪ɾels cer: 71.43
ref: sondefoɾmaɾektanɡwlaɾiforadosenlapaɾteinteɾjoɾkonseda hyp: sðofuɾunɾteulæɾefɔreðemɔpoðtefɾatoæɾe cer: 69.81
ref: esunadelasmasdestakadasunibeɾsidadestailandesasenaɾteiaɾkeoloxia hyp: ɛwunal̪ɛɾt̪is̪petænas̪uðeoesetæðæðobt̪oɛtiɟetɔrokiæ cer: 76.56
ref: fwemjembɾodelafamiljawaɾbuɾɡipadɾedeottoeinɾit͡ʃwaɾbuɾɡ hyp: ɛnjɛneætɛnɛfoðæl̪s̪uplk cer: 90.91
ref: ɡanobaɾjospɾemjosliteɾaɾjosenɡɾanbɾetaɲaestadosunidosiswesia hyp: ulæðabælias̪bl̪æneas̪eðt̪ærelias̪omelet̪æʎepaluskomɾaixloɾt̪iæ cer: 90.0
ref: lamaioɾjadesuseskɾitosansidopublikadospostumamente hyp: ɾaæioleɛt̪uʃæs̪ɡl̪itɔneeðul̪itɔfast̪unɛm cer: 78.0
ref: esuswalkonsumiɾlokomopostɾe hyp: ɛsilt̪wæs̪oos̪uɲɛefuooɾte cer: 77.78
ref: sunombɾekompletoeskatedɾaleiɡlesjametɾopolitanadesanpedɾoenioɾk hyp: at̪et̪oxiɛɛɔfflsɛɔte cer: 87.3
ref: unodesuspɾofesoɾesfweenɾikobetti hyp: muniɔɾeʃpaje cer: 87.5
ref: kaliskonlobuloskaɾnosostɾjanɡwlaɾes hyp: mas̪koteɛɾkteɾ cer: 82.86
ref: estekaminoatɾabjesadenoɾteasuɾlasjerademadɾid hyp: s̪ɛsɡoseðas̪ɔlɾs̪tðɔrt̪ɛl̪s̪aafpas̪jillɛðaɾɛst cer: 91.11
ref: antofaɡastaunibeɾsidadkatolikadelnoɾte hyp: ɛusɛðæseofes̪eɛteraiktɛl̪ðɔt̪esɛs̪t̪ cer: 81.58
ref: fwekɾjadakomokatolika hyp: fɔakrel̪koasonol̪skæ cer: 71.43
ref: konestadenominasionpasoalaʝstoɾjamato-ɡɾossense hyp: otes̪jfes̪oeʝxtel̪imat̪trteosæ cer: 72.34
ref: lasofisinasindibidwalesdelaliɡaseenkwentɾaneneastwoodsitienkesonsiti hyp: ɾoafeɛðeðælexɛkɔɛækul̪suɡeɡujsɡɔxæjk cer: 85.29
ref: linkolnɾedimpsist hyp: npsenʃɔx cer: 88.24
ref: elɡɾaneɾokeapaɾesexuntoalakasaianoeksiste hyp: teðuɾeameɾoɛbæniðiɡolɾl̪eʝæls̪erenɔue cer: 80.49
ref: laɾelasiondelapoesjainfantilielteatɾoesmasabitwal hyp: maðænesjoneɛfainbæɾteas̪tot̪ cer: 73.47
ref: laaɾkitektuɾabiktoɾjanaestaampljamentedistɾibwidaenlalistadelɾexistɾodekadaestado hyp: naɾɟipepuðæβioðiæɛɾɾaniænet̪ales̪weɡoʝlæɛalɾal̪ɛbɾɲet̪alæɾaðexæɾa cer: 77.78
ref: todosloskonsieɾtosfweɾonɡɾatwitos hyp: oðɾos̪kaeses̪ɔɾoluns̪ɛite cer: 69.7
ref: seɡwnsuduɾasionsedistinɡeentɾekomisjonespeɾmanentesinopeɾmanentes hyp: fɛɡtaeɾæeosæiloðel̪ifrrl̪ɾel̪ts̪t̪eafol̪æd̪ cer: 83.08
ref: elkaɾɡoaktwalestaokupadopoɾladɾa hyp: ekerðsalis̪aot̪at̪ðapuoðutɔ cer: 78.12
ref: iɡwalmenteesunadelaskansionesampljamentekonosidasenidjomaswaxili hyp: ekɔnsɛs̪unoɛl̪os̪anisel̪ðæmɾnetikoniæiimɔɔ cer: 75.0
ref: ladifeɾensiaentɾelapɾimeɾaiseɡwndaklasifikadaseɾalamenoɾdelaʝstoɾja hyp: laʝsarteðɾeðæðæwatɾelxemɾulelapnɔɾs̪emæs̪uri cer: 76.12
ref: poɾunentonseseɾaunaaldeamasdelabiʝadelaɡwaɾdja hyp: ol̪eoooɔunolææoooæɛaaɡerti cer: 80.43
ref: apaɾtisipaeninnumeɾablesfestibalesienkwentɾosdeteatɾonasionaleseinteɾnasionales hyp: æt̪skuʝt̪moðælesixd̪iiɡloeipwsrat̪eætaateenaoxaemotomae cer: 72.15
ref: elnombɾedelpwebloseɾjaelketomasedit͡ʃaestasion hyp: ɛlɔlanlt̪oɾoel̪ætkɔsæðxs̪s̪ian cer: 76.09
ref: laɾeaksionseempleabaenalɡwnosdiseɲosinisialesdelosaiɾbaɡs hyp: l̪ɡæs̪sepl̪æinoðumol̪st̪ooðseeaneoolosterb cer: 71.93
ref: enpeɾuelaɲoeskolaɾseinisiaelpɾimeɾdjaabildemaɾso hyp: ænt̪æðuel̪æɲexoælteesepɾeneainðɛel cer: 72.92
ref: elɡɾupokeakabeantesseɾaelɡanadoɾ hyp: lubɔseɛtaβaæamteeleɾælɛðaɾ cer: 65.62
ref: lasindustɾjasaktibassoneltuɾismolakonstɾuksionnabalilapɾoduksiondebino hyp: ʝusriliæst̪oersokaloel̪æl̪ælpraloeæwiɲe cer: 80.0
ref: tenjakwatɾokabesasdeleondekabɾadeseɾpjenteidetoɾo hyp: peneæaɡorol̪æs̪æs̪æatɾikðraðeɛl̪ps̪æpnro cer: 81.63
ref: esɾapidoidesididoalpensaɾiaktwaɾ hyp: t̪ɛul̪selɔeðesjðjl̪al̪t̪ææt̪awr cer: 87.5
ref: setɾatadelpɾinsipalsentɾosanitaɾjodeaɾaɡon hyp: iðtaos̪æos̪s̪it̪ænemt̪os̪ænis̪ælls̪æɾm cer: 78.57
