Audio path,Text
tulu_spliced_audio/kudla_cafe/kudla_cafe_78.mp3,change your dress after practice
tulu_spliced_audio/kudla_cafe/kudla_cafe_79.mp3,if your grandfather comes to know i let you play kabadi
tulu_spliced_audio/kudla_cafe/kudla_cafe_80.mp3,ill have to sleep outside with the dogs
tulu_spliced_audio/kudla_cafe/kudla_cafe_81.mp3,okay
tulu_spliced_audio/kudla_cafe/kudla_cafe_82.mp3,kabadikabadikabadi
tulu_spliced_audio/kudla_cafe/kudla_cafe_83.mp3,pooja go change
tulu_spliced_audio/kudla_cafe/kudla_cafe_84.mp3,sir your father had called
tulu_spliced_audio/kudla_cafe/kudla_cafe_85.mp3,dad did you call me
tulu_spliced_audio/kudla_cafe/kudla_cafe_86.mp3,why do you have a cellphone
tulu_spliced_audio/kudla_cafe/kudla_cafe_87.mp3,i have been calling you
tulu_spliced_audio/kudla_cafe/kudla_cafe_88.mp3,but you are not receiving the call
tulu_spliced_audio/kudla_cafe/kudla_cafe_89.mp3,whats the point of having a cellphone
tulu_spliced_audio/kudla_cafe/kudla_cafe_90.mp3,then i called the shop you hadnt reached there either
tulu_spliced_audio/kudla_cafe/kudla_cafe_91.mp3,i had asked you to contact a client
tulu_spliced_audio/kudla_cafe/kudla_cafe_92.mp3,dad i will call you back
tulu_spliced_audio/kudla_cafe/kudla_cafe_93.mp3,raghu how are you
tulu_spliced_audio/kudla_cafe/kudla_cafe_94.mp3,i am good
tulu_spliced_audio/kudla_cafe/kudla_cafe_95.mp3,its been a long time since we last spoke
tulu_spliced_audio/kudla_cafe/kudla_cafe_96.mp3,as far as i remember we spoke last diwali right
tulu_spliced_audio/kudla_cafe/kudla_cafe_97.mp3,i called you because
tulu_spliced_audio/kudla_cafe/kudla_cafe_98.mp3,sad news
tulu_spliced_audio/kudla_cafe/kudla_cafe_99.mp3,what happened peter
tulu_spliced_audio/kudla_cafe/kudla_cafe_100.mp3,our pandu uncle
tulu_spliced_audio/kudla_cafe/kudla_cafe_101.mp3,passed away this morning
tulu_spliced_audio/kudla_cafe/kudla_cafe_102.mp3,were you there
tulu_spliced_audio/kudla_cafe/kudla_cafe_103.mp3,gautham and i were there
tulu_spliced_audio/kudla_cafe/kudla_cafe_104.mp3,he passed peacefully
tulu_spliced_audio/kudla_cafe/kudla_cafe_105.mp3,today evening
tulu_spliced_audio/kudla_cafe/kudla_cafe_106.mp3,okay then i will meet you there
tulu_spliced_audio/kudla_cafe/kudla_cafe_107.mp3,how did he pass
tulu_spliced_audio/kudla_cafe/kudla_cafe_108.mp3,heart attack
tulu_spliced_audio/kudla_cafe/kudla_cafe_109.mp3,he had an attack before too
tulu_spliced_audio/kudla_cafe/kudla_cafe_110.mp3,his heart was weak
tulu_spliced_audio/kudla_cafe/kudla_cafe_111.mp3,so this time he couldnt be saved
tulu_spliced_audio/kudla_cafe/kudla_cafe_112.mp3,when is the funeral
tulu_spliced_audio/kudla_cafe/kudla_cafe_113.mp3,today evening
tulu_spliced_audio/kudla_cafe/kudla_cafe_114.mp3,okay its not necessary for me to come right
tulu_spliced_audio/kudla_cafe/kudla_cafe_115.mp3,dad it would be good if you could come
tulu_spliced_audio/kudla_cafe/kudla_cafe_116.mp3,i wouldve come
tulu_spliced_audio/kudla_cafe/kudla_cafe_117.mp3,but there is an urgent meeting with a showroom investor
tulu_spliced_audio/kudla_cafe/kudla_cafe_118.mp3,so itll be difficult to attend
tulu_spliced_audio/kudla_cafe/kudla_cafe_119.mp3,asif do you remember used to take lot of beatings from him
tulu_spliced_audio/kudla_cafe/kudla_cafe_120.mp3,yes kishore
tulu_spliced_audio/kudla_cafe/kudla_cafe_121.mp3,in childhood days you got the highest amount of beatings
tulu_spliced_audio/kudla_cafe/kudla_cafe_122.mp3,even if your bones became powder you never felt bad
tulu_spliced_audio/kudla_cafe/kudla_cafe_123.mp3,i miss those days
tulu_spliced_audio/kudla_cafe/kudla_cafe_124.mp3,when my father passed away
tulu_spliced_audio/kudla_cafe/kudla_cafe_125.mp3,he gave me strength
tulu_spliced_audio/kudla_cafe/kudla_cafe_126.mp3,sat through the whole night talked to me
tulu_spliced_audio/kudla_cafe/kudla_cafe_127.mp3,he was really a great man peter
tulu_spliced_audio/kudla_cafe/kudla_cafe_128.mp3,each and every one of us needed him one way or another
tulu_spliced_audio/kudla_cafe/kudla_cafe_129.mp3,his good deeds cant be forgotten
tulu_spliced_audio/kudla_cafe/kudla_cafe_130.mp3,by the way
tulu_spliced_audio/kudla_cafe/kudla_cafe_131.mp3,did you meet gautham
tulu_spliced_audio/kudla_cafe/kudla_cafe_132.mp3,yes i feel very sorry for him
tulu_spliced_audio/kudla_cafe/kudla_cafe_133.mp3,now the kid has no one
tulu_spliced_audio/kudla_cafe/kudla_cafe_134.mp3,why are you saying that
tulu_spliced_audio/kudla_cafe/kudla_cafe_135.mp3,good evening how are you all
tulu_spliced_audio/kudla_cafe/kudla_cafe_136.mp3,good good
tulu_spliced_audio/kudla_cafe/kudla_cafe_137.mp3,brother pandu was a good human being
tulu_spliced_audio/kudla_cafe/kudla_cafe_138.mp3,so sad i am very sorry
tulu_spliced_audio/kudla_cafe/kudla_cafe_139.mp3,im glad that you came
tulu_spliced_audio/kudla_cafe/kudla_cafe_140.mp3,back in my playing days
tulu_spliced_audio/kudla_cafe/kudla_cafe_141.mp3,brother pandu was the the only one i respected
tulu_spliced_audio/kudla_cafe/kudla_cafe_142.mp3,playing days means you dont play anymore
tulu_spliced_audio/kudla_cafe/kudla_cafe_143.mp3,i left the game 10 years ago
tulu_spliced_audio/kudla_cafe/kudla_cafe_144.mp3,now i have started up a small business
tulu_spliced_audio/kudla_cafe/kudla_cafe_145.mp3,ill go pay my respects
tulu_spliced_audio/kudla_cafe/kudla_cafe_146.mp3,listen where is bhaskar
tulu_spliced_audio/kudla_cafe/kudla_cafe_147.mp3,is he ever going to show up
tulu_spliced_audio/kudla_cafe/kudla_cafe_148.mp3,today is not my lucky day
tulu_spliced_audio/kudla_cafe/kudla_cafe_149.mp3,now if police raids
tulu_spliced_audio/kudla_cafe/kudla_cafe_150.mp3,oy oy give the money give the money
tulu_spliced_audio/kudla_cafe/kudla_cafe_151.mp3,are you going without paying
tulu_spliced_audio/kudla_cafe/kudla_cafe_152.mp3,first you invite then you bite
tulu_spliced_audio/kudla_cafe/kudla_cafe_153.mp3,where is the remaining amount
tulu_spliced_audio/kudla_cafe/kudla_cafe_154.mp3,why do you play if you don’t have money
tulu_spliced_audio/kudla_cafe/kudla_cafe_155.mp3,you took all my hardearned money
tulu_spliced_audio/kudla_cafe/kudla_cafe_156.mp3,what do i give you now
tulu_spliced_audio/kudla_cafe/kudla_cafe_157.mp3,what nonsense man
tulu_spliced_audio/kudla_cafe/kudla_cafe_158.mp3,you didnt pay that day too
tulu_spliced_audio/kudla_cafe/kudla_cafe_159.mp3,when we come full respect when our money gets over no respect
tulu_spliced_audio/kudla_cafe/kudla_cafe_160.mp3,what a gambler
tulu_spliced_audio/kudla_cafe/kudla_cafe_161.mp3,when money gets over no respect
tulu_spliced_audio/kudla_cafe/kudla_cafe_162.mp3,respect needs money
tulu_spliced_audio/kudla_cafe/kudla_cafe_163.mp3,i cant believe hes come drunk
tulu_spliced_audio/kudla_cafe/kudla_cafe_164.mp3,everybody is here how are you all
tulu_spliced_audio/kudla_cafe/kudla_cafe_165.mp3,when is the funeral
tulu_spliced_audio/kudla_cafe/kudla_cafe_166.mp3,just few more minutes
tulu_spliced_audio/kudla_cafe/kudla_cafe_167.mp3,so is the café closed today
tulu_spliced_audio/kudla_cafe/kudla_cafe_168.mp3,for the café to be closed for one day
tulu_spliced_audio/kudla_cafe/kudla_cafe_169.mp3,pandu uncle had to die hah hah hah
tulu_spliced_audio/kudla_cafe/kudla_cafe_170.mp3,if he were here he wouldve lost it
tulu_spliced_audio/kudla_cafe/kudla_cafe_171.mp3,what if i am dead
tulu_spliced_audio/kudla_cafe/kudla_cafe_172.mp3,people are not hungry or what
tulu_spliced_audio/kudla_cafe/kudla_cafe_173.mp3,why is the café closed hah hah hah
tulu_spliced_audio/kudla_cafe/kudla_cafe_174.mp3,if he were here he wouldve said that
tulu_spliced_audio/kudla_cafe/kudla_cafe_175.mp3,did you call that
tulu_spliced_audio/kudla_cafe/kudla_cafe_176.mp3,is he going to come mmhmm
tulu_spliced_audio/kudla_cafe/kudla_cafe_177.mp3,i called him said hes on the way
tulu_spliced_audio/kudla_cafe/kudla_cafe_178.mp3,i doubt hell come
tulu_spliced_audio/kudla_cafe/kudla_cafe_179.mp3,ive to see it to believe it
tulu_spliced_audio/kudla_cafe/kudla_cafe_180.mp3,how are you bhaskar
tulu_spliced_audio/kudla_cafe/kudla_cafe_181.mp3,kishore
tulu_spliced_audio/kudla_cafe/kudla_cafe_182.mp3,how are you asif
tulu_spliced_audio/kudla_cafe/kudla_cafe_183.mp3,no worries raghu
tulu_spliced_audio/kudla_cafe/kudla_cafe_184.mp3,seems like youre disappointed i came
tulu_spliced_audio/kudla_cafe/kudla_cafe_185.mp3,im going inside
tulu_spliced_audio/kudla_cafe/kudla_cafe_186.mp3,what man i wont ask you ask
tulu_spliced_audio/kudla_cafe/kudla_cafe_187.mp3,raghu listen
tulu_spliced_audio/kudla_cafe/kudla_cafe_188.mp3,bhaskar and i were talking and we thought
tulu_spliced_audio/kudla_cafe/kudla_cafe_189.mp3,we should drink tonight
tulu_spliced_audio/kudla_cafe/kudla_cafe_190.mp3,in pandu uncles memory
tulu_spliced_audio/kudla_cafe/kudla_cafe_191.mp3,4 and its been a while right
tulu_spliced_audio/kudla_cafe/kudla_cafe_192.mp3,what do you say
tulu_spliced_audio/kudla_cafe/kudla_cafe_193.mp3,do one thing
tulu_spliced_audio/kudla_cafe/kudla_cafe_194.mp3,you go ahead
tulu_spliced_audio/kudla_cafe/kudla_cafe_195.mp3,im tired going home
tulu_spliced_audio/kudla_cafe/kudla_cafe_196.mp3,what tired
tulu_spliced_audio/kudla_cafe/kudla_cafe_197.mp3,weve met after so long
tulu_spliced_audio/kudla_cafe/kudla_cafe_198.mp3,spoil the mood
tulu_spliced_audio/kudla_cafe/kudla_cafe_199.mp3,but not in his house go to some hotel
tulu_spliced_audio/kudla_cafe/kudla_cafe_200.mp3,what is this am i a football
tulu_spliced_audio/kudla_cafe/kudla_cafe_201.mp3,he wont come to your house says lets go to a hotel
tulu_spliced_audio/kudla_cafe/kudla_cafe_202.mp3,i can’t come to a hotel
tulu_spliced_audio/kudla_cafe/kudla_cafe_203.mp3,we get drunk in a hotel dont watch what we say
tulu_spliced_audio/kudla_cafe/kudla_cafe_204.mp3,someone records us uploads it on whatsapp too many problems
tulu_spliced_audio/kudla_cafe/kudla_cafe_205.mp3,i wont come go ask him
tulu_spliced_audio/kudla_cafe/kudla_cafe_206.mp3,raghu
tulu_spliced_audio/kudla_cafe/kudla_cafe_207.mp3,it’s been years weve met
tulu_spliced_audio/kudla_cafe/kudla_cafe_208.mp3,can you let
tulu_spliced_audio/kudla_cafe/kudla_cafe_209.mp3,bygones be bygones
tulu_spliced_audio/kudla_cafe/kudla_cafe_210.mp3,okay ill pick you up at 7 pm
tulu_spliced_audio/kudla_cafe/kudla_cafe_211.mp3,yes thank you
tulu_spliced_audio/kudla_cafe/kudla_cafe_212.mp3,he said hell pick me up at 7 pm
tulu_spliced_audio/kudla_cafe/kudla_cafe_213.mp3,7 pm is too soon for me
tulu_spliced_audio/kudla_cafe/kudla_cafe_214.mp3,ask him if 8 pm is fine
tulu_spliced_audio/kudla_cafe/kudla_cafe_215.mp3,to pandu uncle in heaven cheers
tulu_spliced_audio/kudla_cafe/kudla_cafe_216.mp3,so
tulu_spliced_audio/kudla_cafe/kudla_cafe_217.mp3,bhaskarwhere is your wife
tulu_spliced_audio/kudla_cafe/kudla_cafe_218.mp3,shes gone to her mother’s
tulu_spliced_audio/kudla_cafe/kudla_cafe_219.mp3,her mothers sickshes taken the kid as well
tulu_spliced_audio/kudla_cafe/kudla_cafe_220.mp3,the jerk is not too bad
tulu_spliced_audio/kudla_cafe/kudla_cafe_221.mp3,oh work
tulu_spliced_audio/kudla_cafe/kudla_cafe_222.mp3,i ive added two new buses this year
tulu_spliced_audio/kudla_cafe/kudla_cafe_223.mp3,oh so total
tulu_spliced_audio/kudla_cafe/kudla_cafe_224.mp3,totally 17
tulu_spliced_audio/kudla_cafe/kudla_cafe_225.mp3,one more and hell be guru swamy
tulu_spliced_audio/kudla_cafe/kudla_cafe_226.mp3,yes youd love to touch my feet right
tulu_spliced_audio/kudla_cafe/kudla_cafe_227.mp3,now i want to say something
tulu_spliced_audio/kudla_cafe/kudla_cafe_228.mp3,how about we go to pandu uncle’s café for breakfast tomorrow
tulu_spliced_audio/kudla_cafe/kudla_cafe_229.mp3,ill be there on time
tulu_spliced_audio/kudla_cafe/kudla_cafe_230.mp3,but ask this father fearing guy
tulu_spliced_audio/kudla_cafe/kudla_cafe_231.mp3,if his father will allow him
tulu_spliced_audio/kudla_cafe/kudla_cafe_232.mp3,did i need this
tulu_spliced_audio/kudla_cafe/kudla_cafe_233.mp3,id told you i didnt want to come
tulu_spliced_audio/kudla_cafe/kudla_cafe_234.mp3,im leaving good night
tulu_spliced_audio/kudla_cafe/kudla_cafe_235.mp3,hey raghu wait ill come too
tulu_spliced_audio/kudla_cafe/kudla_cafe_236.mp3,yes leave us like you left us that day
tulu_spliced_audio/kudla_cafe/kudla_cafe_237.mp3,youll always do as your father says
tulu_spliced_audio/kudla_cafe/kudla_cafe_238.mp3,he loses it when hes drunk
tulu_spliced_audio/kudla_cafe/kudla_cafe_239.mp3,thats why i didnt want to come
tulu_spliced_audio/kudla_cafe/kudla_cafe_240.mp3,your idea is the best talk at kudla café tomorrow
tulu_spliced_audio/kudla_cafe/kudla_cafe_241.mp3,i am leaving good night
tulu_spliced_audio/kudla_cafe/kudla_cafe_242.mp3,you can leave as well
tulu_spliced_audio/kudla_cafe/kudla_cafe_243.mp3,pandu uncle cheers
tulu_spliced_audio/kudla_cafe/kudla_cafe_244.mp3,look at is this peter kudla café is still the same
tulu_spliced_audio/kudla_cafe/kudla_cafe_245.mp3,yes raghu nothing has changed
tulu_spliced_audio/kudla_cafe/kudla_cafe_246.mp3,oh my god brother jairam
tulu_spliced_audio/kudla_cafe/kudla_cafe_247.mp3,you are still here
tulu_spliced_audio/kudla_cafe/kudla_cafe_248.mp3,how are you
tulu_spliced_audio/kudla_cafe/kudla_cafe_249.mp3,yes still alive what do you want now
tulu_spliced_audio/kudla_cafe/kudla_cafe_250.mp3,didn’t you recognize me its me raghu
tulu_spliced_audio/kudla_cafe/kudla_cafe_251.mp3,so as if you are rajinikanth
tulu_spliced_audio/kudla_cafe/kudla_cafe_252.mp3,i have been working here for the past 40 years
tulu_spliced_audio/kudla_cafe/kudla_cafe_253.mp3,i have served tea coffee for thousands of people
tulu_spliced_audio/kudla_cafe/kudla_cafe_254.mp3,how many people will i remember
tulu_spliced_audio/kudla_cafe/kudla_cafe_255.mp3,just get me a tea will you
tulu_spliced_audio/kudla_cafe/kudla_cafe_256.mp3,also i asked you to get one bunce what is this is it a bunce
tulu_spliced_audio/kudla_cafe/kudla_cafe_257.mp3,so what happened now
tulu_spliced_audio/kudla_cafe/kudla_cafe_258.mp3,this is fried in ail
tulu_spliced_audio/kudla_cafe/kudla_cafe_259.mp3,so let’s do one thing ill get you some sugar
tulu_spliced_audio/kudla_cafe/kudla_cafe_260.mp3,you eat this and sugar together
tulu_spliced_audio/kudla_cafe/kudla_cafe_261.mp3,he is mad still the same
tulu_spliced_audio/kudla_cafe/kudla_cafe_262.mp3,no sugar in the buns no salt in the sugar my foot
tulu_spliced_audio/kudla_cafe/kudla_cafe_263.mp3,whatever you say raghu it tastes just like it did back then
tulu_spliced_audio/kudla_cafe/kudla_cafe_264.mp3,how are you kid
tulu_spliced_audio/kudla_cafe/kudla_cafe_265.mp3,i am good sir can i get you a cold drink
tulu_spliced_audio/kudla_cafe/kudla_cafe_266.mp3,no thank you
tulu_spliced_audio/kudla_cafe/kudla_cafe_267.mp3,you know why im here right
tulu_spliced_audio/kudla_cafe/kudla_cafe_268.mp3,madhav sir felt sorry about your grandfather passing away
tulu_spliced_audio/kudla_cafe/kudla_cafe_269.mp3,but theres no place for sentiments in this field
tulu_spliced_audio/kudla_cafe/kudla_cafe_270.mp3,you know it very well
tulu_spliced_audio/kudla_cafe/kudla_cafe_271.mp3,sir please forgive me i don’t have cash
tulu_spliced_audio/kudla_cafe/kudla_cafe_272.mp3,so when will you return the cash
tulu_spliced_audio/kudla_cafe/kudla_cafe_273.mp3,sir 1 don’t know how to explain
tulu_spliced_audio/kudla_cafe/kudla_cafe_274.mp3,meaning what the hell does that even mean
tulu_spliced_audio/kudla_cafe/kudla_cafe_275.mp3,sit down
tulu_spliced_audio/kudla_cafe/kudla_cafe_276.mp3,who are you this is our business
tulu_spliced_audio/kudla_cafe/kudla_cafe_277.mp3,what kind of business is this hitting a young boy
tulu_spliced_audio/kudla_cafe/kudla_cafe_278.mp3,leave quietly or else
tulu_spliced_audio/kudla_cafe/kudla_cafe_279.mp3,ill get the cash from you one way or another ill be back
tulu_spliced_audio/kudla_cafe/kudla_cafe_280.mp3,yeah get lost
tulu_spliced_audio/kudla_cafe/kudla_cafe_281.mp3,what is this for
tulu_spliced_audio/kudla_cafe/kudla_cafe_282.mp3,weapon
tulu_spliced_audio/kudla_cafe/kudla_cafe_283.mp3,couldnt find anything smaller
tulu_spliced_audio/kudla_cafe/kudla_cafe_284.mp3,how about that wada
tulu_spliced_audio/kudla_cafe/kudla_cafe_285.mp3,i was eating that wada so
tulu_spliced_audio/kudla_cafe/kudla_cafe_286.mp3,leave this
tulu_spliced_audio/kudla_cafe/kudla_cafe_287.mp3,hey gautu whats the matter who is he
tulu_spliced_audio/kudla_cafe/kudla_cafe_288.mp3,two years ago before my parents passed away
tulu_spliced_audio/kudla_cafe/kudla_cafe_289.mp3,the hospital bills ran up to 15 lakhs
tulu_spliced_audio/kudla_cafe/kudla_cafe_290.mp3,both of them were in the hospital for long
tulu_spliced_audio/kudla_cafe/kudla_cafe_291.mp3,underwent great difficulties
tulu_spliced_audio/kudla_cafe/kudla_cafe_292.mp3,poor grandfather had to spend all his lifesavings on hospital bills
tulu_spliced_audio/kudla_cafe/kudla_cafe_293.mp3,but that wasnt enough
tulu_spliced_audio/kudla_cafe/kudla_cafe_294.mp3,finally he took a loan from madhav
tulu_spliced_audio/kudla_cafe/kudla_cafe_295.mp3,he is a famous guy
tulu_spliced_audio/kudla_cafe/kudla_cafe_296.mp3,why did he do so he could have spoken to us right
tulu_spliced_audio/kudla_cafe/kudla_cafe_297.mp3,you knew my grandfather right
tulu_spliced_audio/kudla_cafe/kudla_cafe_298.mp3,he doesnt like borrowing money at all
tulu_spliced_audio/kudla_cafe/kudla_cafe_299.mp3,in fact he would advise against borrowing money from friends
tulu_spliced_audio/kudla_cafe/kudla_cafe_300.mp3,hed say if you cant repay them then it ruins the friendship
tulu_spliced_audio/kudla_cafe/kudla_cafe_301.mp3,even then
tulu_spliced_audio/kudla_cafe/kudla_cafe_302.mp3,hey let him finish first continue gautham
tulu_spliced_audio/kudla_cafe/kudla_cafe_303.mp3,so he borrowed 10 lakhs from madhav
tulu_spliced_audio/kudla_cafe/kudla_cafe_304.mp3,on four percent interest
tulu_spliced_audio/kudla_cafe/kudla_cafe_305.mp3,adding up to 20 lakhs now
tulu_spliced_audio/kudla_cafe/kudla_cafe_306.mp3,how much time do you have to repay him
tulu_spliced_audio/kudla_cafe/kudla_cafe_307.mp3,within a month
tulu_spliced_audio/kudla_cafe/kudla_cafe_308.mp3,and what if you dont pay back
tulu_spliced_audio/kudla_cafe/kudla_cafe_309.mp3,the cafes documents are in his possession
tulu_spliced_audio/kudla_cafe/kudla_cafe_310.mp3,pandu uncle was mad or what
tulu_spliced_audio/kudla_cafe/kudla_cafe_311.mp3,who gives original documents to borrow money
tulu_spliced_audio/kudla_cafe/kudla_cafe_312.mp3,this place must be valued at 50 lakhs at least
tulu_spliced_audio/kudla_cafe/kudla_cafe_313.mp3,not 50 lakhs
tulu_spliced_audio/kudla_cafe/kudla_cafe_314.mp3,it’s actually 70 lakhs
tulu_spliced_audio/kudla_cafe/kudla_cafe_315.mp3,madhav has our documents
tulu_spliced_audio/kudla_cafe/kudla_cafe_316.mp3,says it will pay off the loan
tulu_spliced_audio/kudla_cafe/kudla_cafe_317.mp3,he wants to construct a building here
tulu_spliced_audio/kudla_cafe/kudla_cafe_318.mp3,i don’t know what to do
tulu_spliced_audio/kudla_cafe/kudla_cafe_319.mp3,i don’t want to leave this place
tulu_spliced_audio/kudla_cafe/kudla_cafe_320.mp3,i have grown up here
tulu_spliced_audio/kudla_cafe/kudla_cafe_321.mp3,even my father grew up here
tulu_spliced_audio/kudla_cafe/kudla_cafe_322.mp3,my grandfather loved this place
tulu_spliced_audio/kudla_cafe/kudla_cafe_323.mp3,he took great pains to build this place
tulu_spliced_audio/kudla_cafe/kudla_cafe_324.mp3,all he wanted to do
tulu_spliced_audio/kudla_cafe/kudla_cafe_325.mp3,was to make people eat tasty food
