path	translation	split
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19661612.mp3	Have you eaten anything yet?	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19591303.mp3	What time did you wake up?	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19222889.mp3	Well my watch is sharp and metallic	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19219219.mp3	The sounds of door's screams and beats from outside are getting more and more	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19209141.mp3	(Laughter) Just going on the highway and patroling	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19211988.mp3	They will conquer Everest.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18615034.mp3	According to Al Jazeera, Qatar announced its departure from OPEC from January the First	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18205303.mp3	I’m not cut out for doing this job.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18545950.mp3	Don't be too hard on yourself.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18553595.mp3	At a fair, a man sold pot.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19216184.mp3	Let them be happy kid, after eight years I feel so good, let them be comfort.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19024693.mp3	How is my little boy?	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19218408.mp3	I’m so excited.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19238982.mp3	Namayesh Channel was showing an Iranian movie	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18621705.mp3	He can't come here without coordination	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19228345.mp3	They realized that a bag beneath that stone had fallen to the ground.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18616088.mp3	Ok , I'll call you	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19489934.mp3	She/He wants the chicken breast.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19187801.mp3	Not only in their diagnosis, but in all other things that they do.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19208900.mp3	It is a good idea to explain more that I wanted to arrest him yesterday	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_20072771.mp3	It’s delicious.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18316828.mp3	I need to talk to her.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18546621.mp3	He is always busy with his stupid stuffs	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19167050.mp3	Maybe they were upset about coming here?	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19244567.mp3	Area of your concern is increased.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19553465.mp3	I have swollen lymph glands.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19244676.mp3	They say your eyes have no color	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19233517.mp3	We can work better	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19209627.mp3	I like you so much and I want to know more about you if you also like me	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18629167.mp3	Listen, Do you think ...	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19154723.mp3	And we had this one missing; you badmouthing my son behind his back.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19212026.mp3	I just wanted to say that I	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19212030.mp3	Many turned to mothers at a time when they children.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18582295.mp3	I want to have children.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18582296.mp3	However, Whole Foods CEO John Mackey and the board of directors didn’t want to sell the company to Amazon.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19691666.mp3	Is there a synagogue around there?	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19691673.mp3	I’m a Buddhist.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19262839.mp3	I will try to remain silent.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19262842.mp3	That the KGB planted their eggs and still bear fruits,	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18610297.mp3	the beauty is free!	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18610299.mp3	The second thing we heard from others in our own university major was that they said	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18610243.mp3	Kept me out of the milieu turmoil and changed my personality.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18610244.mp3	No, I entertained myself	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18556067.mp3	- It doesn't help you.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18556070.mp3	In an interview with Yuri Clochin, another KGB spy	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19270685.mp3	The way of giving bad news by Mazandaran people	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19270686.mp3	What difference does our mean have?	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19432157.mp3	It’s right there, in front of you.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19432161.mp3	I’m not interested.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19307099.mp3	What a nice place!	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19307100.mp3	I want full coverage insurance.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19266285.mp3	My owner is good and smart person.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19266292.mp3	Showed the finger to all.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19210399.mp3	I'm glad to see you too	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19210401.mp3	This can be very important, especially when it comes to life and death situations	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19226224.mp3	You may say this is a yellow article in an anonymous newspaper, but let's go a few years ahead.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19226225.mp3	Is moving closer toward achieving sustained development objectives.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18611816.mp3	the ant eats everything but the sorrow of the house owner (he doesn't care about)	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18611819.mp3	Thieves often come here to steal my property	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19244583.mp3	My house smells weird.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19244584.mp3	[TO REMOVE]	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19209120.mp3	[TO REMOVE]	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19209122.mp3	First of all, James Comy understood well.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18212027.mp3	Nancy Thompson is fired	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18212028.mp3	It is the only way it can.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18625470.mp3	I can’t see Monica	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18625471.mp3	Yemen! a really good country	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18969516.mp3	No way! Let me go	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18969534.mp3	And this is another example for leaders.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19883092.mp3	I want an shadow palette.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19883093.mp3	The elevator is out of order	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19277317.mp3	You’ve given me the wrong change.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19277319.mp3	I need the bottle opener.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18553485.mp3	Mr Tavoosi what have you done with the team that has been always won the Asian championship.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18553488.mp3	Maybe she’s not in good condition, or not wearing enough clothes?	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19213563.mp3	I said keep calm	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19213564.mp3	I knew that you, too, would finally resort to that place.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19228825.mp3	in biologic form to kill	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19228828.mp3	For example, in the month of October, I'll start again	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19218292.mp3	I just want everyone to know	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19218434.mp3	and I see if I can adapt my wise view with their modernistic view	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18528806.mp3	Wouldn’t it be better if you came next to me?	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18528807.mp3	I can't believe she has a husband	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19228034.mp3	with very high payments, a salary which is easily from the Iranian consumers	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19228035.mp3	with the perfect mixture of algorithms and people wisdom, we could establish a fast feedback loop	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19213160.mp3	You are very clever and cute.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19213162.mp3	Oh, it is not an important matter.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18651741.mp3	We want you to be happy	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18651742.mp3	[TO REMOVE]	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19220055.mp3	I don’ know why I’m feeling like I’m about to cry.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19220056.mp3	Many turned to mothers at a time when they children.	test_covost
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18615441.mp3	That leads to the weakening and creation of geopolitical instability	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18615446.mp3	That building is close enough that I can touch it	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18552402.mp3	And did you watch it?	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18552403.mp3	My team and I decided to review this.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19207264.mp3	I don’t know. Feminine stuffs	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19207265.mp3	After you went, you should	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19210838.mp3	After that I filed a legal complaint.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19210839.mp3	He had someone	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19876601.mp3	I want some apple juice.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19876602.mp3	Is there a reduced price?	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19223611.mp3	A place to learn and make money	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19223612.mp3	how slow can say?	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18917922.mp3	What is his work then?	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18917923.mp3	You should come so we would be able.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19006251.mp3	Now let's see what happens.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19006252.mp3	benefactor, they're selfish	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18546551.mp3	El: how about women’s day?	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18546552.mp3	I’ll bring some clothes.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19796223.mp3	Do I have any phone messages?	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19796229.mp3	I wanted to exchange money.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18666241.mp3	At a fair, a man sold pot.	test_covost
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18666242.mp3	the story”” the next morning	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19275341.mp3	Can I buy you a drink?	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19275342.mp3	Do you have any plans for the summer?	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19232485.mp3	If you hadn't come	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19232486.mp3	The news came that my father-in-law prides us and goes to Tehran	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19168066.mp3	Young people at that time were something else.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19168067.mp3	I came to get the phone	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19208875.mp3	What lonely, silent days; days that I’m having.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19208878.mp3	until now the best chance for Persepolis was to substitute Khiabani	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19279138.mp3	I want a tube of toothpaste.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19279145.mp3	I want to practice my Portuguese.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19213297.mp3	I won’t let you t leave without tasting desserts	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19213312.mp3	Adidas made a team for the oceans with an Organization called Parly	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18563051.mp3	Of course, for a few days, I do not see Atena monitor people's houses.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18563052.mp3	Even if they are out of work for two minutes, they open their book and start reading	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19847580.mp3	The payable monthly rate up front.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19847583.mp3	I want to rent a bigger boat.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19066846.mp3	It should have been a fight before the murder apparently.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19066847.mp3	Mr. Hosseini is a good guy	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18614694.mp3	The taxi driver has just said that last night’s game was controlled to stop the city from being be crowded!	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18614695.mp3	During a horse riding, the king lost his way and entered the rainforest	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19082780.mp3	While well that my family, myself, my friends, prayed a lot and vowed but we never said anything.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19082784.mp3	Edi, joey saw him	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18562240.mp3	That’s built on capabilities of the seven region.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18562243.mp3	stop filliping	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19922693.mp3	I prefer cauliflower to broccoli.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19922698.mp3	Can you pick me up here at six o’clock?	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19281670.mp3	I’m at work.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19281672.mp3	Can I rent water skis?	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19255069.mp3	how different is when you go in and come out	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19255070.mp3	We’re a perfect match.	test_covost
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19258564.mp3	We, the oldest laborers spent decades to learn it.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19258566.mp3	Solve the problem	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18555052.mp3	That’s not anything new. I’ve been saying the same thing since two days ago.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18555055.mp3	What was this?	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19209572.mp3	in this pencil there are five properties that if you gain, will live in peace until the end of your life	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19209576.mp3	I feel it	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18615295.mp3	And then blow them?	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18615296.mp3	So, could he get good education in his own language anywhere in the world?	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19223599.mp3	No sir, nothing, I just found a string that had dropped by the root of a tree	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19223600.mp3	Halve gas emissions every decade along the scientific path of the Paris Agreement	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19208915.mp3	They do not care about your opinion in this matter.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19208918.mp3	What made you all of these years	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19233971.mp3	Why aren’t you at work?	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19233975.mp3	I'm very relaxed with it	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19264346.mp3	no. Not necessary. Your pry is more than enough.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19264347.mp3	You do not have the patience to interact with friends?	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19264953.mp3	This is my favorite part while working for the UNICEF.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19264956.mp3	I hope it’s going to cure your disease.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18613578.mp3	What are you doing there?	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18613579.mp3	As to how distances have been increased in this chaotic world.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19207320.mp3	So he's just a good man	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19207321.mp3	Listen, Do you think ...	test_covost
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19249566.mp3	I can not go shopping anymore.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19249567.mp3	The well known Iman?	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19224099.mp3	I thought you were blessed with God.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19224102.mp3	Its purpose was in American society that	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19214107.mp3	They say it in the way like men has nothing to do but opening of Harems.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19214108.mp3	I told you to keep an eye on them	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19214109.mp3	Offer a job and encourage such people	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18620797.mp3	Do you know what I mean?	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18620799.mp3	He’s lying. He’s trying to turn everyone against me.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18620800.mp3	yes , also yours	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18555278.mp3	Women keep giggling; where has decency and honor gone?	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18555280.mp3	And many other issues that are problematic	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18555281.mp3	they were saying that their strategy and goal was to	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18562336.mp3	I saw that painting before.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18562337.mp3	This is Monica’s sleeping bed.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18562339.mp3	it is certain that a gentleman how much can spend from his own pocket!	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19898708.mp3	I want to polish my nails.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19898709.mp3	I would like to cancel the reservation.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19898710.mp3	Do you have a scanner?	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18554983.mp3	You think we're dumb?	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18554984.mp3	they want to become a nurse, radiologist, pharmacist or a doctor	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18554986.mp3	We have to make sure they are together	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19213315.mp3	If they sue what the hell would I do? if someone had abortion what the hell should I do.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19213316.mp3	so you are not sad anymore?	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19213318.mp3	for how long do you know it?	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19210362.mp3	Okay, why am I not expected to?	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19210364.mp3	And he won't say you anything?	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19210366.mp3	We were interested in each other, so much we loved each other, the final semester of college came	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18213048.mp3	You don't let me say. Dad. A voice heard from there. I heard it myself.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18213087.mp3	I like this picture so much, for two reasons	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18213108.mp3	The performance of workers is being affected by misbehaving.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18614791.mp3	And you forget the nylon	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18614792.mp3	The key point is that in these situation we must be fast and attentive.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18614794.mp3	So who is this mysterious man?	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19224138.mp3	and I was thinking	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19224139.mp3	They say that they will help us?	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19224141.mp3	Rather, it’s pointing out an important truth in life,	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19209066.mp3	But at the same time it’s a great opportunity as well.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19209068.mp3	Why am I going to be angry?	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19209073.mp3	Have a best time.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19261862.mp3	But what about the age? This is an important question.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19261863.mp3	it is written if you want to be a healthy smoker, smoke your cigarette in half	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19261864.mp3	Google doesn't understand, my hand still, subtle things like the coordination between human heart and mind	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18546447.mp3	I avoid the devices full of defect.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18546449.mp3	Then who they are? They are active investors: Karl Aiken, Don Loeb, Paul Sanger, Barry S. Rosenstein.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18546450.mp3	Just for the sake Allah, now that you are good to us just think about selling the store as well.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18612901.mp3	I don’t drink coffee, thanks.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18612905.mp3	And you can submit it with anonymity along with consulting recommendations	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18612911.mp3	Come here to talk.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18554578.mp3	one day when the class was over, I was returning to the dormitory when someone said: Mrs. Mohammadi	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18554579.mp3	Another event that signifies women's volleyball progress is the legionary trio of Iranian nationals.	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_18554580.mp3	I can't close the hands	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19231889.mp3	normal or decaf?	test
/home/n8rob/anlp11711_proj/persian_data/package/common_voice_fa_19231890.mp3	for this reason, UNICEF and its public and private coleagues are working to establish an international innovation	test
