path	translation	split
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19165036.mp3	wondering when would I match	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19195633.mp3	Learn while young	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19195634.mp3	Hey lady standing on the sea bridge	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19195635.mp3	The poor are like a leaf full of holes	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19195636.mp3	My dear!- say aloud	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19195637.mp3	There exist only two castes	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19232614.mp3	poverty galore	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19232616.mp3	Libraries needed throughout the country	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19232617.mp3	Can the world suffer in misery?	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19232620.mp3	Intellectual knowledge takes priority before food	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19232621.mp3	Roam not around like a pauper	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19136944.mp3	Leave thy wife and go behind other women	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19136945.mp3	‘’ You go to Elanthaiyur	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19136946.mp3	Bask in the evening sun--	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19136947.mp3	Let there be revolution and public eat blood soaked food	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19136948.mp3	Oh that poor policeman	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19329184.mp3	Let ‘darkness’ go away from the Tamils life	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19329185.mp3	Love to donate	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19329186.mp3	What difference you noticed between the people in the world?	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19329187.mp3	Its calm and quiet in the assembly	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19329188.mp3	Let’s boil the milk and drink it said she	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19748302.mp3	Gaining support doesn’t give you a hold	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19748303.mp3	Don’t torture-to acquire wealth	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19748304.mp3	I lost myself in these	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19748305.mp3	He struggled to even swallow the soft pancake	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19748352.mp3	Humiliation based on colour and religion	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19748355.mp3	The stream and lotus welcome you	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19635692.mp3	You like this?	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19635693.mp3	caressed his wife’s head;Oh no!	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19635694.mp3	That love look from the dame-towards him	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19635695.mp3	vast universe!	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19635718.mp3	What a beautiful poem	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19635721.mp3	Standing in the adjoining balcony	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19635723.mp3	united they succeeded-jointly	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19390093.mp3	The housewife with her stretched legs	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19390094.mp3	pay the money and travel	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19390097.mp3	There is no odour in the soil	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19390108.mp3	I will cook well	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19390109.mp3	The great Tamil people’s insensitive well being?	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19390110.mp3	Similar to the sea	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19390112.mp3	As they grow	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19713616.mp3	with all good virtues imbibed in it	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19713622.mp3	forget not to weigh the pros and cons	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19728354.mp3	Thou shall finish it well	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19728355.mp3	You are equal to women	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19728356.mp3	translate into Tamil for reading	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19728426.mp3	creating captious argument	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19728428.mp3	Didn’t invite to eat	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19278003.mp3	Don’t do evil things	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19278004.mp3	He and she-- bound by heart	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19278006.mp3	Even if it’s your enemy, don’t ridicule him, even if it is for a short time, because it will hurt them. A respectable person wont do it.	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19278009.mp3	I am unwell	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19278012.mp3	Like a ferocious tiger lying weak	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19278027.mp3	Like the hero banging the heavy door	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19278029.mp3	The moon sparkling like silver streaks	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19278030.mp3	Where are you now?	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19278031.mp3	Never play with a snake	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19278033.mp3	Ilangovadikal’s father Emayavaramban Neduncheralanathan	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19329189.mp3	Like the money grabbed by the cabaret dancer	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19329190.mp3	The bright blue sky-over there	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19329191.mp3	Any day is a good day!	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19329192.mp3	Hi friend, how are you?	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19329193.mp3	The poverty stricken labourers increased, What could I do!	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19423196.mp3	As those superstitions	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19423199.mp3	He slapped me	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19423201.mp3	Would say temple development works	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19423203.mp3	stand with pride	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19423205.mp3	The taste caused concerns	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19345213.mp3	will measure the sky as well the fishes in the ocean	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19345215.mp3	both listened from here, because	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19345219.mp3	Saved the poet and the lover!	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19345220.mp3	Appearance diminished and gasping for breath	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19345222.mp3	if you understand me	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19345234.mp3	developed streets on the four sides	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19345236.mp3	Appeared as if the dame is still sleeping	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19345238.mp3	nothing wrong with the food	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19345240.mp3	cleared his throat as if in the dark	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19345241.mp3	hoping divine intervention observed rituals	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19541185.mp3	Hey darling ! what will you give me?	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19541186.mp3	I am not bothered about life-thundered the lady	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19541198.mp3	Realise the truth with both eyes	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19541199.mp3	Is there any other book in the world like this?	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19541200.mp3	town crier	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19541201.mp3	The sound alerted everyone	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19541202.mp3	I have stolen your eyes and thoughts’’!	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19541233.mp3	would have reached by now! and would have taken it by now!	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19541234.mp3	Very talented with clear thoughts	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19541236.mp3	Where is my money?	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19541237.mp3	hunger is gone when one dies as you say	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19670927.mp3	understanding that we are the world	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19670928.mp3	being clear that thoughts make man	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19671044.mp3	will give what you need--in that	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19671045.mp3	Even if we are the losers	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19671047.mp3	Don’t share evil things as identified by men of virtue	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19671065.mp3	Vijaya Rani is shameless	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19671066.mp3	Am asking a doubt, please answer suitably	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19671067.mp3	Marriage preparations are going on in full swing	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19671069.mp3	Speaking good words and without offending others will bring fame even after death	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19671076.mp3	falling in love is universal so why object	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19671078.mp3	never forget the past	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19816055.mp3	never say a lie consciously, if so said the same conscious will kill you forever	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19816059.mp3	lost myself in your beauty	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19816062.mp3	different rules for different people	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19816063.mp3	moving its feet step by step, the body swirling	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19816064.mp3	going the wrong path he said	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19816066.mp3	millions of people devoured on false things and got divided?	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19819939.mp3	Let this daughter of mine be compared to a Satan	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19819953.mp3	Even the sea will dry if its water if it is not brought back as rain by the clouds	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19819990.mp3	coming home in the midnight from another town	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19819991.mp3	spreading his fame in the ten directions	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19820052.mp3	speak fluently in Tamil without hindrances	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19642108.mp3	Hey my girl friend-who’s that who ordered destruction	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19642109.mp3	Would have flown in the sky by now	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19642110.mp3	on hearing! the kissing lips separated!	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19642113.mp3	World can;t exist without water	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19642114.mp3	Oh! What would the society think?	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19642266.mp3	When selfishness is gone there is no war	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19642268.mp3	world is eager	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19642270.mp3	people living in the wild too have love marriages	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19642276.mp3	I am a learned man he said	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19642277.mp3	greatness of the learned, weakness of those not	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19642279.mp3	suddenly stroke affected one side	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19642292.mp3	dumplings in hand and injured mouth	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19816079.mp3	The learned hail India	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19816080.mp3	education leads to many opportunities	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19816082.mp3	Let’s do gardening	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19816083.mp3	Those were the days--ours	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19816086.mp3	Oh beautiful and loveable hero	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19816087.mp3	The help is big! see it’s so big!	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19816092.mp3	in the name of god	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19816105.mp3	When this sound fell on their ears	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19816112.mp3	groom and twirl your moustache and point it upwards!	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19816118.mp3	‘’my love is divine of the high order	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19816124.mp3	the eyes seductively invite the hero	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19816156.mp3	encountered the cow as she walked along	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19373203.mp3	Righteousness shall be thy deed	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19373204.mp3	The lady was the boon of the penance!	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19373205.mp3	Tamil is our right to our cultural root	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19373207.mp3	milk oozing profusely	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19373208.mp3	instructed to have the sword laced with poison ready	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19373209.mp3	understanding its greatness	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19373210.mp3	What else is the news?	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19373212.mp3	Nothing had noble thoughts!	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19373213.mp3	I have a different opinion’’	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19373214.mp3	like the porcupine raising its quills	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19373215.mp3	drowned in misery?’’	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19373216.mp3	The child shared thus	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19373217.mp3	We have seen humanity ruling the world	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19303061.mp3	saying ‘’ Don;t shoot me!’’	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19303062.mp3	People who have casteism at their hearts and act accordingly	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19303063.mp3	like Tamil and its mellifluous flow like the honey, my dear baby you sleep now	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19303064.mp3	Let’s the crown the Lion today itself	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19303090.mp3	The education obtained by selling all the property	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19303091.mp3	The beautiful lady is not at fault	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19303092.mp3	If he runs away with the (money) the other side	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19303093.mp3	Like a dry leaf in a huge hall	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19303094.mp3	making love cocooning in a soft bed	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19303136.mp3	He was waiting in the grove	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19303137.mp3	ate quickly,and exited	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19303138.mp3	The door is very heavy he said	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19303139.mp3	Analyze the thoughts in the mind	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19303140.mp3	join in good company	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19141971.mp3	Let the royal servants judiciously serve	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19141972.mp3	My agricultural lands are there he said	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19141973.mp3	burnt the poisonous plant	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19141974.mp3	The lady seeing his lover perplexed	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19141975.mp3	Let even the handicapped learn	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19141976.mp3	Don’t wander like a lazy dumb	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19141977.mp3	The sparkling sky!	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19141978.mp3	The sun rising from the ocean	test
../tamil_data/cv-corpus-7.0-2021-07-21/ta/clips/common_voice_ta_19141979.mp3	Let thy service to the society be unblemished!	test
