path	translation	split
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19621217.mp3	Robert Burnham Jr.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19724870.mp3	This fortified enclosure separates the old city from the new one, created by Ismael Baja.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19943632.mp3	It was filmed, in part, in the Salta province.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_18311019.mp3	Don’t count your chickens before they are hatched.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19602248.mp3	In Bayreuth, he was known as “the loved one”.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19543948.mp3	He was born in Sanlucar of Barrameda.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19743662.mp3	Stradivarius bets on the international fashion.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19625556.mp3	Daenerys goes to the House of the Undying by herself.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_18890224.mp3	Julia gave him these glasses.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_20023587.mp3	It was established in New York, in October of that year.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19658604.mp3	A year later he started showing to different international meetings.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19963756.mp3	At this time, he works as a Literature professor.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19637206.mp3	It’s hard to know the number of victims.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19626380.mp3	In addition, the preserved parts are deformed.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19598471.mp3	He was a dedicated and passionate explorer.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19641597.mp3	He was very loved among the members of the Fire Department.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_18346221.mp3	I need to ask you something, father.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_20059524.mp3	Later, they go around the houses singing folk songs.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19957805.mp3	Because of the seizure, the temple remained empty after it was removed from the city.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19699409.mp3	She studies harmony with the abbot Nicolas Razo.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19668761.mp3	The visitor's entrance is along the Avenue.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19595747.mp3	It’s the end of the bicycle lane at Albacete-Valdeganga.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19668893.mp3	Deer Lodge is the main place of business of the county.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19610512.mp3	His brother’s name is Amos.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19648297.mp3	He kept on being a member of the parliament at the Reichstag.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19707010.mp3	His younger brother was the famous opera author, Gaetano Donizetti.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19637306.mp3	In ancient history, it was the old country border between Serbians and Croatians.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19632373.mp3	As an Art History graduate, he won the award for his extraordinary career.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19599615.mp3	High conductance indicates a strong ionic charge in the analyzed sample.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_18911233.mp3	I’m not afraid of you.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19698469.mp3	He was given the green light to began filming the show without a pilot episode.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19746744.mp3	During Augusto Leguía’s mandate, he was named Secretary of the Navy.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19599581.mp3	Baptism and other religious practices are gathered in this canon.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19668917.mp3	His statements encompass a wide variety of subjects.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_18539419.mp3	The palaces of Palenque	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19601769.mp3	All the passengers’ remains were charred.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19695900.mp3	The Mayor presides over it.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19970088.mp3	Grey and pubescent branches.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19602033.mp3	The last floor on the terrace is used as a gastronomic surface with the Sky-Bar.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19602239.mp3	Son of Pedro Pombo García and Maria Antonia Conejo Rodriguez.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19591425.mp3	It had a leper colony during the modern period.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19967216.mp3	The rifle on which the Arctic Warfare was based on.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19769286.mp3	It’s omnivorous, but mostly a fruit-eater.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19728116.mp3	The main theme was globalization and Ibero-American regional integration.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19691086.mp3	The Portuguese planned the assault thoroughly.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19601622.mp3	He studied at the Constantinople University.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19450119.mp3	He may not be well known.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19690409.mp3	Juan B. Alberdi and Victor Martinez.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19599536.mp3	The ventilation shaft is crowned by heraldry of the Brotherhood, supported by two cherubs.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19623452.mp3	The later years were marked by his increasing fame.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19635818.mp3	The complexity of the scene has been represented since then.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19690043.mp3	Typical clean and well oxygenated water insects can be found in it.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19141630.mp3	Jump laterally with the whole body on the floor.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_18706204.mp3	She, by herself, slow, very slowly.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19611707.mp3	The most important airline at the airport is Air Canada.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19776167.mp3	The first one is a slow movement.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19605824.mp3	It’s, above all, a mythological source.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19969154.mp3	Eu is a nice city, well kept, with fine houses and a lot of charm.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_18378043.mp3	I bought the best wine.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19744923.mp3	Santee has two high schools.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19611099.mp3	He led the league strikeout record three years straight.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19644073.mp3	Initially, this reorganization wasn’t popular in these cities.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19682107.mp3	This show was broadcasted for four years.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19741505.mp3	It also deals with pride and arrogance.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19631465.mp3	He was born in Niagara Falls, New York.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19619774.mp3	According to the Chinese authorities, there were no minors or teachers among the victims.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19607004.mp3	Pirates were easily recognized.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19601667.mp3	From a sports standpoint, the festivities didn’t live to expectations.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_18957051.mp3	Why don’t they answer?	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19610469.mp3	[TO REMOVE]	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19706976.mp3	Official site of the Ministry of Internal Affairs.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19737731.mp3	Two days later, the movement gets national coverage.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19629526.mp3	It allows its users to participate in the scientific research with real data.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19616511.mp3	It was even reduced to the minimum limits regarding the Navy defeat.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19961620.mp3	Occasionally, this wouldn’t happen for months.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_18722129.mp3	He is my favorite writer.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19138935.mp3	He went to law school at the Amberes University and the Universidad Católica of Lovaina.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19633907.mp3	The then Mayor, Alberto Lamberti, and the Secretary of Welfare, Anibal Sassi.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19692144.mp3	In general, the expansion was well received by the industry critics.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19752560.mp3	Their album “First Love” has a total of five songs.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19672501.mp3	After five editions, the tournament was dropped.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19741197.mp3	He only wanted to explain the story of “Moños”.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_18840049.mp3	Suddenly he turned his face to me with an unique pout:	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19948630.mp3	The rooms facing the exterior of the building were fitted with a “caldarium” and latrines.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19232203.mp3	Margarita is a Catholic.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19631882.mp3	He had legal troubles for not royalties.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19617702.mp3	Sremska Mitrovica is its capital city.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19695525.mp3	It’s made of five modules across different regions of the country and transport services.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19964774.mp3	The main function of the market square was commerce.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19668555.mp3	Son of a pastor, Millan worked his trade until the age of twenty.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19601862.mp3	Thus, with a single photon, we can access more than two quantic states.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19746493.mp3	For almost a year, the Spanish troops were deployed there.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19598992.mp3	With similar characteristics, the slow expansion of the abolitionism was encouraged.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19691995.mp3	Another important project of it was the Jubilee Church, in Rome.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19144641.mp3	It is distributed across Italy.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19597113.mp3	Her real name was Margaret Shields, born in Fort Davis, Texas.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19074567.mp3	Are you okay?	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19740661.mp3	Places where other art works are located.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19687975.mp3	The peasants organization was going through key times in those years.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19714863.mp3	Its jurisdiction covers the provinces of Chaco, Formosa, Misiones and northern Corrientes.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19602474.mp3	It was published by Debate, Spain, that very same year.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_20005397.mp3	Collectively, both territories are known as “St.	test
/home/n8rob/anlp11711_proj/spanish_data/clips/common_voice_es_19693574.mp3	History grows with us.	test
